Symbol,Last_chck_time,Price,ex_date,Rate,tmp,publish_Date,Amount,Industry
CPLP,2.02402E+13,$17.80 ,2/5/2024,3.37%,,1/25/2024,0.6,Marine Transportation
FCCO,2.02402E+13,$18.54 ,2/5/2024,3.02%,,1/23/2024,0.56,Major Banks
HBT,2.02402E+13,$19.81 ,2/5/2024,3.43%,,1/23/2024,0.68,Major Banks
ORRF,2.02402E+13,$27.13 ,2/5/2024,2.95%,,1/22/2024,0.8,Major Banks
DHI,2.02402E+13,$147.33 ,2/5/2024,0.82%,,1/23/2024,1.2,Homebuilding
MET,2.02402E+13,$65.35 ,2/5/2024,3.15%,,1/9/2024,2.08,Life Insurance
ETD,2.02402E+13,$29.99 ,2/5/2024,4.82%,,1/23/2024,1.44,Home Furnishings
SXT,2.02402E+13,$62.85 ,2/5/2024,2.60%,,1/19/2024,1.64,Major Chemicals
SPH,2.02402E+13,$19.86 ,2/5/2024,6.46%,,1/25/2024,1.3,Other Specialty Stores
LVS,2.02402E+13,$50.85 ,2/5/2024,1.58%,,1/24/2024,0.8,Hotels/Resorts
NEP,2.02402E+13,$31.47 ,2/5/2024,11.45%,,1/24/2024,3.52,Electric Utilities: Central
AROC,2.02402E+13,$16.59 ,2/5/2024,3.82%,,1/25/2024,0.66,Oil & Gas Production
BY,2.02402E+13,$21.42 ,2/5/2024,1.70%,,1/25/2024,0.36,Major Banks
ETRN,2.02402E+13,$10.48 ,2/5/2024,5.80%,,1/23/2024,0.6,Natural Gas Distribution
BANGN,2.02402E+13,$98.25 ,2/5/2024,7.12%,,1/26/2024,7,N/A
RCBC,2.02402E+13,$257.24 ,2/5/2024,0.57%,,1/24/2024,1.48,N/A
CMRB,2.02402E+13,$6.06 ,2/5/2024,N/A,,1/23/2024,0.16,N/A
TBVPY,2.02402E+13,$39.41 ,2/5/2024,1.77%,,N/A,2.2083,N/A
TKAMY,2.02402E+13,$6.22 ,2/5/2024,1.65%,,N/A,0.1043,N/A
PBNC,2.02402E+13,$41.00 ,2/5/2024,4.98%,,1/25/2024,2.08,N/A
EQTNP,2.02402E+13,$22.25 ,2/5/2024,8.76%,,1/23/2024,1.9492,N/A
ARLP,2.02402E+13,$21.24 ,2/6/2024,13.18%,,1/26/2024,2.8,Coal Mining
BANR,2.02402E+13,$46.10 ,2/6/2024,4.16%,,2/3/2024,1.92,Major Banks
CBAN,2.02402E+13,$11.94 ,2/6/2024,3.69%,,1/24/2024,0.44,Major Banks
FBMS,2.02402E+13,$25.16 ,2/6/2024,3.82%,,1/18/2024,0.96,Major Banks
HNVR,2.02402E+13,$18.00 ,2/6/2024,2.22%,,1/24/2024,0.4,Commercial Banks
INTC,2.02402E+13,$43.36 ,2/6/2024,1.15%,,1/24/2024,0.5,Semiconductors
KRNY,2.02402E+13,$7.26 ,2/6/2024,6.06%,,1/24/2024,0.44,Savings Institutions
MMLP,2.02402E+13,$2.18 ,2/6/2024,0.92%,,1/23/2024,0.02,Oil Refining/Marketing
NFBK,2.02402E+13,$11.74 ,2/6/2024,4.43%,,1/24/2024,0.52,Savings Institutions
SFBC,2.02402E+13,$39.00 ,2/6/2024,1.95%,,1/26/2024,0.76,Savings Institutions
UVSP,2.02402E+13,$20.82 ,2/6/2024,4.03%,,1/24/2024,0.84,Major Banks
WTBA,2.02402E+13,$18.58 ,2/6/2024,5.38%,,1/24/2024,1,Major Banks
WNEB,2.02402E+13,$8.33 ,2/6/2024,3.36%,,1/23/2024,0.28,Savings Institutions
FUL,2.02402E+13,$76.33 ,2/6/2024,1.08%,,1/24/2024,0.82,Home Furnishings
FE,2.02402E+13,$37.32 ,2/6/2024,4.46%,,12/20/2023,1.64,Electric Utilities: Central
SLB,2.02402E+13,$49.00 ,2/6/2024,2.04%,,1/18/2024,1.1,Oilfield Services/Equipment
MDC,2.02402E+13,$62.66 ,2/6/2024,3.51%,,1/17/2024,2.2,Homebuilding
NS,2.02402E+13,$22.45 ,2/6/2024,7.07%,,1/25/2024,1.6,Natural Gas Distribution
DHF,2.02402E+13,$2.34 ,2/6/2024,7.76%,,1/24/2024,0.18,Finance Companies
SUN,2.02402E+13,$59.57 ,2/6/2024,5.59%,,1/25/2024,3.368,Integrated oil Companies
ET,2.02402E+13,$14.37 ,2/6/2024,8.72%,,1/25/2024,1.26,Natural Gas Distribution
RA,2.02402E+13,$13.15 ,2/6/2024,10.65%,,12/29/2023,1.416,Investment Managers
WTTR,2.02402E+13,$7.82 ,2/6/2024,3.15%,,1/29/2024,0.24,Oilfield Services/Equipment
LEVI,2.02402E+13,$16.73 ,2/6/2024,2.96%,,1/25/2024,0.48,Apparel
HARL,2.02402E+13,$22.00 ,2/6/2024,N/A,,1/24/2024,1.24,N/A
INCZY,2.02402E+13,$1.87 ,2/6/2024,3.18%,,N/A,0.1181,N/A
INCZY,2.02402E+13,$1.87 ,2/6/2024,3.18%,,N/A,0.1181,N/A
BMRC,2.02402E+13,$18.91 ,2/7/2024,5.29%,,1/25/2024,1,Major Banks
CATC,2.02402E+13,$67.83 ,2/7/2024,3.95%,,1/29/2024,2.68,Major Banks
DCOMP,2.02402E+13,$18.00 ,2/7/2024,7.64%,,1/25/2024,1.375,Major Banks
FSBW,2.02402E+13,$36.30 ,2/7/2024,2.75%,,1/24/2024,1,Banks
HTBK,2.02402E+13,$8.63 ,2/7/2024,6.03%,,1/25/2024,0.52,Major Banks
HFWA,2.02402E+13,$19.12 ,2/7/2024,4.60%,,1/24/2024,0.88,Banks
MGYR,2.02402E+13,$11.33 ,2/7/2024,1.41%,,1/25/2024,0.16,Savings Institutions
MAIN,2.02402E+13,$44.96 ,2/7/2024,6.35%,,11/1/2023,2.82,Finance/Investors Services
OPBK,2.02402E+13,$10.78 ,2/7/2024,4.45%,,1/25/2024,0.48,Major Banks
PGC,2.02402E+13,$27.16 ,2/7/2024,0.74%,,12/19/2023,0.2,Commercial Banks
STBA,2.02402E+13,$32.47 ,2/7/2024,4.07%,,1/24/2024,1.32,Major Banks
SSBI,2.02402E+13,$11.10 ,2/7/2024,4.32%,,1/29/2024,0.48,Major Banks
WTFC,2.02402E+13,$93.72 ,2/7/2024,1.71%,,1/25/2024,1.6,Major Banks
KBH,2.02402E+13,$60.82 ,2/7/2024,1.34%,,1/18/2024,0.8,Homebuilding
MAIN,2.02402E+13,$44.96 ,2/7/2024,6.35%,,11/1/2023,2.88,Finance/Investors Services
STZ,2.02402E+13,$252.68 ,2/7/2024,1.42%,,1/4/2024,3.56,Beverages (Production/Distribution)
ADM,2.02402E+13,$56.76 ,2/7/2024,3.23%,,1/25/2024,2,Packaged Foods
FHI,2.02402E+13,$35.05 ,2/7/2024,3.20%,,1/25/2024,1.12,Investment Managers
RMD,2.02402E+13,$193.66 ,2/7/2024,1%,,1/24/2024,1.92,Medical/Dental Instruments
GLP,2.02402E+13,$45.65 ,2/7/2024,5.91%,,1/24/2024,2.8,Oil Refining/Marketing
AWK,2.02402E+13,$125.24 ,2/7/2024,2.29%,,12/6/2023,2.83,Water Supply
MATX,2.02402E+13,$111.07 ,2/7/2024,1.13%,,1/25/2024,1.28,Marine Transportation
HESM,2.02402E+13,$34.18 ,2/7/2024,7.22%,,1/29/2024,2.5372,Oil & Gas Production
DCF,2.02402E+13,$8.51 ,2/7/2024,4.99%,,1/25/2024,0.42,Finance/Investors Services
NIDB,2.02402E+13,$18.25 ,2/7/2024,N/A,,1/25/2024,0.68,N/A
SCZC,2.02402E+13,$29.94 ,2/7/2024,2.14%,,1/18/2024,0.68,N/A
GCHOY,2.02402E+13,$11.69 ,2/7/2024,2.40%,,N/A,0.2595,N/A
OFED,2.02402E+13,$13.90 ,2/7/2024,2.88%,,1/25/2024,0.4,N/A
HMLPF,2.02402E+13,$14.25 ,2/7/2024,15.19%,,1/11/2024,2.1875,N/A
GMLPF,2.02402E+13,$13.50 ,2/7/2024,16.31%,,1/24/2024,2.1875,N/A
AEP,2.02402E+13,$79.69 ,2/8/2024,4.42%,,1/19/2024,3.52,Electric Utilities: Central
ARTNA,2.02402E+13,$36.98 ,2/8/2024,3.13%,,1/29/2024,1.1588,Water Supply
BFIN,2.02402E+13,$10.37 ,2/8/2024,3.86%,,1/25/2024,0.4,Savings Institutions
BRKL,2.02402E+13,$10.54 ,2/8/2024,5.12%,,1/24/2024,0.54,Savings Institutions
CZWI,2.02402E+13,$12.29 ,2/8/2024,N/A,,1/25/2024,0.29,Savings Institutions
CMCO,2.02402E+13,$39.50 ,2/8/2024,0.71%,,1/22/2024,0.28,Construction/Ag Equipment/Trucks
CWBC,2.02402E+13,$14.85 ,2/8/2024,2.15%,,1/25/2024,0.32,Major Banks
DALN,2.02402E+13,$4.59 ,2/8/2024,13.94%,,12/7/2023,0.64,Newspapers/Magazines
EBMT,2.02402E+13,$14.24 ,2/8/2024,3.93%,,1/18/2024,0.56,Major Banks
EBTC,2.02402E+13,$28.73 ,2/8/2024,3.20%,,1/16/2024,0.92,Major Banks
FATBP,2.02402E+13,$14.74 ,2/8/2024,13.99%,,1/9/2024,2.0625,Restaurants
FRBA,2.02402E+13,$13.57 ,2/8/2024,1.77%,,2/3/2024,0.24,Major Banks
FCBC,2.02402E+13,$34.62 ,2/8/2024,3.35%,,1/23/2024,1.16,Major Banks
FIBK,2.02402E+13,$26.43 ,2/8/2024,7.11%,,1/26/2024,1.88,Major Banks
FNWB,2.02402E+13,$14.35 ,2/8/2024,1.95%,,1/23/2024,0.28,Banks
GABC,2.02402E+13,$32.49 ,2/8/2024,3.08%,,1/25/2024,1,Major Banks
HOPE,2.02402E+13,$10.93 ,2/8/2024,5.12%,,1/30/2024,0.56,Major Banks
JBHT,2.02402E+13,$201.77 ,2/8/2024,0.83%,,1/18/2024,1.68,Trucking Freight/Courier Services
MPB,2.02402E+13,$21.60 ,2/8/2024,3.70%,,1/24/2024,0.8,Major Banks
NXST,2.02402E+13,$178.50 ,2/8/2024,3.03%,,1/25/2024,5.4,Broadcasting
PPBI,2.02402E+13,$25.18 ,2/8/2024,5.24%,,1/27/2024,1.32,Major Banks
PKOH,2.02402E+13,$25.48 ,2/8/2024,1.96%,,1/26/2024,0.5,Industrial Specialties
PCB,2.02402E+13,$16.95 ,2/8/2024,4.25%,,1/25/2024,0.72,Major Banks
PFC,2.02402E+13,$20.77 ,2/8/2024,5.97%,,1/23/2024,1.24,Major Banks
FRST,2.02402E+13,$12.82 ,2/8/2024,3.12%,,1/25/2024,0.4,Major Banks
BPRN,2.02402E+13,$32.04 ,2/8/2024,3.75%,,1/24/2024,1.2,Major Banks
RELL,2.02402E+13,$9.92 ,2/8/2024,2.42%,,1/9/2024,0.24,Electronic Components
SBFG,2.02402E+13,$15.56 ,2/8/2024,3.47%,,1/17/2024,0.54,Major Banks
SIRI,2.02402E+13,$5.23 ,2/8/2024,2.03%,,1/24/2024,0.1064,Broadcasting
SBUX,2.02402E+13,$93.37 ,2/8/2024,2.44%,,11/13/2023,2.28,Restaurants
TBNK,2.02402E+13,$10.38 ,2/8/2024,1.93%,,1/26/2024,0.2,Savings Institutions
TSBK,2.02402E+13,$27.92 ,2/8/2024,3.30%,,1/22/2024,0.92,Banks
VBTX,2.02402E+13,$20.40 ,2/8/2024,3.92%,,1/23/2024,0.8,Major Banks
WSFS,2.02402E+13,$43.66 ,2/8/2024,1.37%,,1/18/2024,0.6,Major Banks
TMP,2.02402E+13,$49.00 ,2/8/2024,4.94%,,1/26/2024,2.4,Major Banks
PH,2.02402E+13,$500.18 ,2/8/2024,1.16%,,1/25/2024,5.92,Metal Fabrications
IBM,2.02402E+13,$186.90 ,2/8/2024,3.57%,,1/30/2024,6.64,Computer Manufacturing
PBI,2.02402E+13,$4.15 ,2/8/2024,4.93%,,2/1/2024,0.2,Office Equipment/Supplies/Services
RBA,2.02402E+13,$64.85 ,2/8/2024,1.68%,,1/19/2024,1.08,N/A
TFC,2.02402E+13,$36.50 ,2/8/2024,5.65%,,1/23/2024,2.08,Major Banks
WTRG,2.02402E+13,$36.61 ,2/8/2024,3.40%,,12/12/2023,1.2284,Water Supply
AOS,2.02402E+13,$79.57 ,1/30/2024,1.63%,,1/16/2024,1.28,Consumer Electronics/Appliances
AGNC,2.02402E+13,$9.67 ,1/30/2024,14.89%,,1/10/2024,1.44,Real Estate Investment Trusts
ADC,2.02402E+13,$61.21 ,1/30/2024,4.99%,,1/11/2024,2.964,Real Estate Investment Trusts
LNT,2.02402E+13,$49.84 ,1/30/2024,3.85%,,1/12/2024,1.92,Power Generation
APLE,2.02402E+13,$16.39 ,1/30/2024,5.91%,,1/19/2024,0.96,Real Estate Investment Trusts
ARC,2.02402E+13,$2.99 ,1/30/2024,6.78%,,12/6/2023,0.2,Business Services
AULT^D,2.02402E+13,$22.95 ,1/30/2024,14.26%,,1/18/2024,3.25,N/A
BAC^E,2.02402E+13,$22.57 ,1/30/2024,6.80%,,1/18/2024,1.5311,N/A
CALM,2.02402E+13,$56.10 ,1/30/2024,5.38%,,11/27/2007,3.02,Farming/Seeds/Milling
CFG,2.02402E+13,$31.18 ,1/30/2024,5.24%,,1/17/2024,1.68,Major Banks
CRT,2.02402E+13,$17.87 ,1/30/2024,7.82%,,1/19/2024,1.3839,Oil & Gas Production
CCLP,2.02402E+13,$1.88 ,1/30/2024,2.13%,,1/18/2024,0.04,Oilfield Services/Equipment
DNP,2.02402E+13,$9.06 ,1/30/2024,8.74%,,12/14/2023,0.78,Investment Managers
EFC,2.02402E+13,$12.47 ,1/30/2024,14.61%,,1/8/2024,1.8,Real Estate Investment Trusts
EARN,2.02402E+13,$6.09 ,1/30/2024,15.74%,,1/8/2024,0.96,Real Estate Investment Trusts
ENTG,2.02402E+13,$117.99 ,1/30/2024,0.34%,,1/17/2024,0.4,Plastic Products
EPD,2.02402E+13,$26.80 ,1/30/2024,7.73%,,1/8/2024,2.06,Natural Gas Distribution
EPR,2.02402E+13,$44.09 ,1/30/2024,7.68%,,1/16/2024,3.3,Real Estate Investment Trusts
EQC^D,2.02402E+13,$25.20 ,1/30/2024,6.34%,,1/16/2024,1.625,N/A
FNB^E,2.02402E+13,$24.95 ,1/30/2024,7.27%,,1/12/2024,1.813,N/A
FRMEP,2.02402E+13,$25.56 ,1/30/2024,7.34%,,1/18/2024,1.8752,Major Banks
GEL,2.02402E+13,$11.65 ,1/30/2024,5.26%,,1/10/2024,0.6,Oil Refining/Marketing
AVAL,2.02402E+13,$2.61 ,1/30/2024,8.59%,,9/19/2023,0.2208,Commercial Banks
JPM^D,2.02402E+13,$24.86 ,1/30/2024,5.77%,,1/12/2024,1.4375,N/A
JPM^M,2.02402E+13,$19.80 ,1/30/2024,5.31%,,1/12/2024,1.05,N/A
JPM^K,2.02402E+13,$21.11 ,1/30/2024,5.40%,,1/12/2024,1.1375,N/A
JPM^L,2.02402E+13,$21.48 ,1/30/2024,5.39%,,1/12/2024,1.1563,N/A
JPM^C,2.02402E+13,$25.18 ,1/30/2024,5.95%,,1/12/2024,1.5,N/A
JPM^J,2.02402E+13,$22.46 ,1/30/2024,5.27%,,1/12/2024,1.1875,N/A
KMI,2.02402E+13,$17.03 ,1/30/2024,6.66%,,1/17/2024,1.13,Natural Gas Distribution
LXP^C,2.02402E+13,$46.49 ,1/30/2024,7.07%,,10/31/2023,3.25,N/A
MTR,2.02402E+13,$10.80 ,1/30/2024,2.77%,,1/18/2024,0.3022,Oil & Gas Production
MCBS,2.02402E+13,$24.11 ,1/30/2024,3.32%,,1/17/2024,0.8,Major Banks
MDV,2.02402E+13,$14.70 ,1/30/2024,7.80%,,12/14/2023,1.15,Transportation Services
MS,2.02402E+13,$86.82 ,1/30/2024,3.90%,,1/16/2024,3.4,Investment Bankers/Brokers/Service
NBH,2.02402E+13,$10.35 ,1/30/2024,4.40%,,1/16/2024,0.4529,Finance/Investors Services
NYCB^U,2.02402E+13,$34.25 ,1/30/2024,8.74%,,2/3/2024,3,N/A
NNN,2.02402E+13,$41.33 ,1/30/2024,5.54%,,1/16/2024,2.26,Real Estate Investment Trusts
NTIC,2.02402E+13,$12.99 ,1/30/2024,2.16%,,1/17/2024,0.28,Industrial Specialties
NWN,2.02402E+13,$37.03 ,1/30/2024,5.28%,,1/11/2024,1.95,Oil/Gas Transmission
OCFCP,2.02402E+13,$24.55 ,1/30/2024,7.13%,,1/17/2024,1.75,Major Banks
ORC,2.02402E+13,$8.27 ,1/30/2024,16.78%,,1/10/2024,1.44,Real Estate Investment Trusts
PCG^I,2.02402E+13,$17.79 ,1/30/2024,6.13%,,12/13/2023,1.09,N/A
PCG^H,2.02402E+13,$16.97 ,1/30/2024,6.64%,,12/13/2023,1.125,N/A
PCG^G,2.02402E+13,$17.95 ,1/30/2024,6.67%,,12/13/2023,1.2,N/A
PCG^B,2.02402E+13,$20.35 ,1/30/2024,6.92%,,12/13/2023,1.375,N/A
PCG^D,2.02402E+13,$18.49 ,1/30/2024,6.75%,,12/13/2023,1.25,N/A
PCG^E,2.02402E+13,$18.42 ,1/30/2024,6.79%,,12/13/2023,1.25,N/A
PCG^C,2.02402E+13,$18.90 ,1/30/2024,6.61%,,12/13/2023,1.25,N/A
PCG^A,2.02402E+13,$23.62 ,1/30/2024,6.32%,,12/13/2023,1.5,N/A
PBT,2.02402E+13,$14.14 ,1/30/2024,2.57%,,1/19/2024,0.3724,Oil & Gas Production
PRT,2.02402E+13,$4.51 ,1/30/2024,9.28%,,1/19/2024,0.4147,Oil & Gas Production
PAA,2.02402E+13,$15.49 ,1/30/2024,8.20%,,1/8/2024,1.27,Natural Gas Distribution
PAGP,2.02402E+13,$16.26 ,1/30/2024,7.81%,,1/8/2024,1.27,Oil & Gas Production
SQFTP,2.02402E+13,$15.89 ,1/30/2024,14.75%,,12/18/2023,2.34372,Real Estate Investment Trusts
RBB,2.02402E+13,$17.81 ,1/30/2024,3.59%,,1/18/2024,0.64,Major Banks
SJT,2.02402E+13,$4.80 ,1/30/2024,4.18%,,1/19/2024,0.1952,Oil & Gas Production
SCHL,2.02402E+13,$38.36 ,1/30/2024,2.09%,,12/13/2023,0.8,Books
BSRR,2.02402E+13,$20.20 ,1/30/2024,4.55%,,1/18/2024,0.92,Major Banks
SLG,2.02402E+13,$46.14 ,1/30/2024,6.61%,,1/18/2024,3,Real Estate Investment Trusts
STAG,2.02402E+13,$37.73 ,1/30/2024,3.94%,,1/10/2024,1.48,Real Estate Investment Trusts
SCM,2.02402E+13,$12.98 ,1/30/2024,12.46%,,1/15/2024,1.5996,Finance/Investors Services
GJT,2.02402E+13,$22.14 ,1/30/2024,7.02%,,2/3/2024,1.5552,Investment Bankers/Brokers/Service
SKT,2.02402E+13,$27.15 ,1/30/2024,3.97%,,1/17/2024,1.04,Real Estate Investment Trusts
TRGP,2.02402E+13,$86.04 ,1/30/2024,2.33%,,1/18/2024,2,Natural Gas Distribution
TVE,2.02402E+13,$22.23 ,1/30/2024,2.52%,,2/3/2024,0.554,Electric Utilities: Central
TXN,2.02402E+13,$159.69 ,1/30/2024,3.26%,,1/18/2024,5.2,Semiconductors
VRTS,2.02402E+13,$239.21 ,1/30/2024,3.29%,,12/7/2023,7.6,Investment Managers
WST,2.02402E+13,$381.50 ,1/30/2024,0.21%,,12/6/2023,0.8,Medical/Dental Instruments
ALLY,2.02402E+13,$37.09 ,1/31/2024,3.30%,,1/16/2024,1.2,Major Banks
ATLO,2.02402E+13,$20.03 ,1/31/2024,5.39%,,11/8/2023,1.08,Major Banks
AON,2.02402E+13,$300.00 ,1/31/2024,0.84%,,1/10/2024,2.46,Specialty Insurers
ATR,2.02402E+13,$130.50 ,1/31/2024,1.26%,,1/18/2024,1.64,Medical/Dental Instruments
BML^L,2.02402E+13,$21.94 ,1/31/2024,7.14%,,1/18/2024,1.5662,N/A
BAC^Q,2.02402E+13,$19.57 ,1/31/2024,5.49%,,1/18/2024,1.0625,N/A
BAC^S,2.02402E+13,$21.62 ,1/31/2024,5.53%,,1/18/2024,1.1875,N/A
BAC^B,2.02402E+13,$25.29 ,1/31/2024,5.94%,,1/18/2024,1.5,N/A
OZKAP,2.02402E+13,$16.87 ,1/31/2024,6.85%,,1/2/2024,1.15624,Major Banks
CASY,2.02402E+13,$274.74 ,1/31/2024,0.63%,,12/7/2023,1.72,Diversified Commercial Services
CULL,2.02402E+13,$10.80 ,1/31/2024,1.11%,,1/18/2024,0.12,Savings Institutions
DGICA,2.02402E+13,$14.85 ,1/31/2024,4.58%,,12/21/2023,0.68,Property-Casualty Insurers
DGICB,2.02402E+13,$15.24 ,1/31/2024,4%,,12/21/2023,0.61,Property-Casualty Insurers
ET^E,2.02402E+13,$25.02 ,1/31/2024,7.59%,,1/22/2024,1.9,N/A
ET^I,2.02402E+13,$11.07 ,1/31/2024,7.74%,,1/22/2024,0.8444,N/A
FAST,2.02402E+13,$69.84 ,1/31/2024,2.23%,,1/17/2024,1.56,RETAIL: Building Materials
FELE,2.02402E+13,$96.48 ,1/31/2024,1.04%,,1/22/2024,1,Metal Fabrications
FRAF,2.02402E+13,$31.71 ,1/31/2024,4.04%,,1/18/2024,1.28,Major Banks
GLP^B,2.02402E+13,$26.06 ,1/31/2024,9.05%,,1/16/2024,2.375,N/A
GLP^A,2.02402E+13,$26.41 ,1/31/2024,11.81%,,1/16/2024,3.1038,N/A
GHC,2.02402E+13,$731.09 ,1/31/2024,0.98%,,1/18/2024,6.88,Other Consumer Services
HIG^G,2.02402E+13,$24.86 ,1/31/2024,6.02%,,12/13/2023,1.5,N/A
HAS,2.02402E+13,$49.95 ,1/31/2024,5.61%,,12/14/2023,2.8,Recreational Games/Products/Toys
IBTX,2.02402E+13,$46.08 ,1/31/2024,3.30%,,1/18/2024,1.52,Major Banks
LCUT,2.02402E+13,$8.86 ,1/31/2024,1.92%,,11/7/2023,0.17,Industrial Machinery/Components
NRUC,2.02402E+13,$24.91 ,1/31/2024,5.52%,,2/3/2024,1.375,Diversified Financial Services
NRG,2.02402E+13,$54.25 ,1/31/2024,2.98%,,1/19/2024,1.63,Electric Utilities: Central
PNW,2.02402E+13,$70.13 ,1/31/2024,5.12%,,12/13/2023,3.52,Electric Utilities: Central
PLBC,2.02402E+13,$37.21 ,1/31/2024,2.90%,,1/17/2024,1.08,Finance Companies
PRS,2.02402E+13,$24.99 ,1/31/2024,5.63%,,2/3/2024,1.4062,Life Insurance
O,2.02402E+13,$55.25 ,1/31/2024,5.68%,,1/9/2024,3.078,Real Estate Investment Trusts
RF^C,2.02402E+13,$22.42 ,1/31/2024,6.39%,,1/12/2024,1.425,N/A
AES,2.02402E+13,$17.16 ,1/31/2024,4.05%,,12/8/2023,0.69,Electric Utilities: Central
CGABL,2.02402E+13,$19.97 ,1/31/2024,5.79%,,2/3/2024,1.15625,Investment Managers
VLO,2.02402E+13,$138.29 ,1/31/2024,3.10%,,1/18/2024,4.28,Integrated oil Companies
WES,2.02402E+13,$28.71 ,1/31/2024,8.10%,,1/22/2024,2.3,Natural Gas Distribution
AWF,2.02402E+13,$10.43 ,2/1/2024,7.59%,,1/23/2024,0.786,"Trusts, Except Educational, Religious, and Charitable"
AFB,2.02402E+13,$10.95 ,2/1/2024,3.60%,,1/23/2024,0.3919,"Trusts, Except Educational, Religious, and Charitable"
DIT,2.02402E+13,$195.89 ,2/1/2024,0.37%,,1/23/2024,0.72,Food Distributors
AMSWA,2.02402E+13,$11.20 ,2/1/2024,3.93%,,11/20/2023,0.44,Computer Software: Prepackaged Software
BRO,2.02402E+13,$77.79 ,2/1/2024,0.67%,,1/17/2024,0.52,Specialty Insurers
CDRE,2.02402E+13,$34.97 ,2/1/2024,1.01%,,1/23/2024,0.35,Industrial Specialties
CFFN,2.02402E+13,$6.34 ,2/1/2024,5.36%,,1/23/2024,0.34,Savings Institutions
CVCY,2.02402E+13,$18.59 ,2/1/2024,2.58%,,1/17/2024,0.48,Major Banks
COST,2.02402E+13,$704.48 ,2/1/2024,0.58%,,1/18/2024,4.08,Department/Specialty Retail Stores
CAPL,2.02402E+13,$22.52 ,2/1/2024,9.49%,,1/22/2024,2.1,Oil Refining/Marketing
EWBC,2.02402E+13,$69.24 ,2/1/2024,3.18%,,1/23/2024,2.2,Major Banks
FIF,2.02402E+13,$16.32 ,2/1/2024,7.41%,,1/22/2024,1.2,Finance/Investors Services
FSD,2.02402E+13,$11.71 ,2/1/2024,10.81%,,1/22/2024,1.26,Investment Managers
FTHY,2.02402E+13,$14.03 ,2/1/2024,11.13%,,1/22/2024,1.56,Investment Managers
FPF,2.02402E+13,$17.40 ,2/1/2024,9.52%,,1/22/2024,1.65,"Trusts, Except Educational, Religious, and Charitable"
FMY,2.02402E+13,$12.01 ,2/1/2024,8.22%,,1/22/2024,0.99,Finance/Investors Services
FPL,2.02402E+13,$6.93 ,2/1/2024,6.60%,,1/22/2024,0.45,"Trusts, Except Educational, Religious, and Charitable"
FCT,2.02402E+13,$9.96 ,2/1/2024,11.73%,,1/22/2024,1.164,Finance Companies
FAM,2.02402E+13,$6.31 ,2/1/2024,11.46%,,1/22/2024,0.72,Finance/Investors Services
ITUB,2.02402E+13,$6.63 ,2/1/2024,0.66%,,1/5/2024,0.0435,Major Banks
LW,2.02402E+13,$105.44 ,2/1/2024,1.36%,,12/14/2023,1.44,Packaged Foods
MNSB,2.02402E+13,$18.69 ,2/1/2024,2.14%,,1/23/2024,0.4,Major Banks
MDRR,2.02402E+13,$5.20 ,2/1/2024,0.77%,,1/23/2024,0.04,Real Estate Investment Trusts
MDRRP,2.02402E+13,$24.92 ,2/1/2024,8.19%,,1/23/2024,2,Real Estate Investment Trusts
NSC,2.02402E+13,$255.23 ,2/1/2024,2.15%,,1/24/2024,5.4,Railroads
NWBI,2.02402E+13,$12.10 ,2/1/2024,6.61%,,1/18/2024,0.8,Major Banks
PNFP,2.02402E+13,$82.58 ,2/1/2024,1.07%,,1/16/2024,0.88,Major Banks
PNM,2.02402E+13,$36.31 ,2/1/2024,4.35%,,12/5/2023,1.55,Electric Utilities: Central
RIV^A,2.02402E+13,$23.66 ,2/1/2024,6.25%,,1/19/2024,1.5,N/A
OPP^A,2.02402E+13,$18.12 ,2/1/2024,6.02%,,1/19/2024,1.0938,N/A
OPP^B,2.02402E+13,$19.98 ,2/1/2024,6%,,1/19/2024,1.1875,N/A
SMBK,2.02402E+13,$22.91 ,2/1/2024,1.42%,,1/22/2024,0.32,Major Banks
SSBK,2.02402E+13,$26.22 ,2/1/2024,1.37%,,1/17/2024,0.36,Commercial Banks
IGD,2.02402E+13,$5.06 ,2/1/2024,9.52%,,1/16/2024,0.48,"Trusts, Except Educational, Religious, and Charitable"
WFC,2.02402E+13,$48.73 ,2/1/2024,2.85%,,1/23/2024,1.4,Major Banks
WLKP,2.02402E+13,$23.41 ,2/1/2024,8.39%,,1/22/2024,1.8856,Major Chemicals
WSR,2.02402E+13,$13.08 ,2/1/2024,3.69%,,12/5/2023,0.48,Real Estate Investment Trusts
SRCE,2.02402E+13,$51.59 ,2/2/2024,2.62%,,1/18/2024,1.36,Major Banks
AYI,2.02402E+13,$240.14 ,2/2/2024,0.25%,,1/25/2024,0.6,Building Products
ASRV,2.02402E+13,$3.07 ,2/2/2024,3.87%,,1/18/2024,0.12,Major Banks
AIZ,2.02402E+13,$169.30 ,2/2/2024,1.73%,,1/18/2024,2.88,Property-Casualty Insurers
BBD,2.02402E+13,$3.13 ,2/2/2024,1.49%,,1/18/2024,0.0463,Major Banks
BBDO,2.02402E+13,$2.66 ,2/2/2024,1.54%,,1/18/2024,0.0421,Major Banks
BCBP,2.02402E+13,$12.04 ,2/2/2024,5.25%,,1/18/2024,0.64,Savings Institutions
BX,2.02402E+13,$124.30 ,2/2/2024,3.02%,,1/25/2024,3.76,Investment Managers
