Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
CBKM,stocks,20240219210033,$16.75,2/23/2024,0.04298507462686567,,2/15/2024,0.72,N/A,,
LFGP,stocks,20240219210034,$15.00,2/23/2024,0.056,,2/09/2024,0.84,N/A,,
AKRBY,stocks,20240219210036,$12.26,2/23/2024,N/A,,N/A,0.6465,N/A,,
HBSI,stocks,20240219210037,$38.50,2/23/2024,0.04363636363636363,,2/13/2024,1.68,N/A,,
CMWAY,stocks,20240219210039,$75.40,2/23/2024,0.04103342175066312,,N/A,2.7464,N/A,,
IAUGY,stocks,20240219210040,$20.58,2/23/2024,0.008416132167152576,,N/A,0.3917,N/A,,
GUDDY,stocks,20240219210042,$11.44,2/23/2024,0.04379020979020979,,N/A,0.422,N/A,,
MHGVY,stocks,20240219210043,$19.12,2/23/2024,0.020994351464435144,,N/A,0.5386,N/A,,
TGSGY,stocks,20240219210045,$9.62,2/23/2024,0.03820665280665281,,N/A,0.3696,N/A,,
VARRY,stocks,20240219210046,$5.985,2/23/2024,N/A,,N/A,0.6058,N/A,,
KELYA,stocks,20240219210048,$23.03,2/26/2024,0.013026487190620929,,2/13/2024,0.3,Professional Services,,
KELYB,stocks,20240219210050,$22.65,2/26/2024,0.013245033112582781,,2/13/2024,0.3,Professional Services,,
CNXN,stocks,20240219210051,$69.59,2/26/2024,0.004598361833596781,,2/12/2024,0.32,Retail: Computer Software & Peripheral Equipment,,
PSEC,stocks,20240219210052,$5.70,2/26/2024,0.12631578947368421,,2/08/2024,0.72,Finance/Investors Services,,
RUSHB,stocks,20240219210054,$51.66,2/26/2024,0.013162988772744872,,2/13/2024,0.68,Other Specialty Stores,,
RUSHA,stocks,20240219210055,$48.20,2/26/2024,0.014107883817427386,,2/13/2024,0.68,Retail-Auto Dealers and Gas Stations,,
SPGI,stocks,20240219210057,$424.49,2/26/2024,0.008480765153478292,,1/23/2024,3.64,Finance: Consumer Services,,
KEY,stocks,20240219210058,$14.20,2/26/2024,0.057746478873239436,,1/10/2024,0.82,Major Banks,,
LH,stocks,20240219210100,$222.13,2/26/2024,0.012965380632962679,,1/12/2024,2.88,Medical Specialities,,
QUAD,stocks,20240219210101,$5.48,2/26/2024,N/A,,2/16/2024,0.2,Publishing,,
NEE,stocks,20240219210102,$57.27,2/26/2024,0.032652348524532915,,2/16/2024,1.87,Electric Utilities: Central,,
EVTC,stocks,20240219210104,$42.21,2/26/2024,0.0047382136934375745,,2/15/2024,0.2,EDP Services,,
LOB,stocks,20240219210105,$40.49,2/26/2024,0.0029636947394418374,,2/13/2024,0.12,Major Banks,,
ATKR,stocks,20240219210107,$148.57,2/26/2024,N/A,,1/30/2024,1.28,Industrial Machinery/Components,,
KNSL,stocks,20240219210108,$437.57,2/26/2024,0.001279795232762758,,2/13/2024,0.6,Property-Casualty Insurers,,
JFBC,stocks,20240219210110,$17.00,2/26/2024,0.03529411764705882,,2/14/2024,0.6,N/A,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
CCFN,stocks,20240219210200,$33.06,2/26/2024,0.05202661826981246,,2/13/2024,1.73,N/A,,
IFNNY,stocks,20240219210202,$36.00,2/26/2024,N/A,,N/A,0.2547,N/A,,
AATC,stocks,20240219210203,$7.12,2/26/2024,N/A,,2/15/2024,0.52,N/A,,
WFAFY,stocks,20240219210205,$20.27,2/26/2024,0.028739220522940305,,N/A,0.5202,N/A,,
EKTAY,stocks,20240219210206,$7.378,2/26/2024,0.031826511249661155,,N/A,0.2292,N/A,,
PCHUY,stocks,20240219210208,$4.26,2/26/2024,0.013740845070422536,,N/A,0.1663,N/A,,
CATY,stocks,20240219210209,$40.88,2/27/2024,0.033268101761252444,,2/15/2024,1.36,Major Banks,,
EA,stocks,20240219210211,$144.05,2/27/2024,0.005275945852134675,,1/26/2024,0.76,Computer Software: Prepackaged Software,,
EMBC,stocks,20240219210212,$14.78,2/27/2024,0.04059539918809202,,2/09/2024,0.6,Medical/Dental Instruments,,
EQIX,stocks,20240219210214,$874.97,2/27/2024,0.019474953426974636,,2/14/2024,17.04,Real Estate Investment Trusts,,
PWP,stocks,20240219210215,$13.30,2/27/2024,0.021052631578947368,,2/08/2024,0.28,Finance: Consumer Services,,
H,stocks,20240219210217,$134.33,2/27/2024,0.004466612074741308,,2/15/2024,0.6,Hotels/Resorts,,
SON,stocks,20240219210218,$57.21,2/27/2024,0.0356581017304667,,2/14/2024,2.04,Containers/Packaging,,
HTGC,stocks,20240219210220,$17.74,2/27/2024,N/A,,2/13/2024,1.6,Investment Managers,,
HTGC,stocks,20240219210221,$17.74,2/27/2024,N/A,,2/13/2024,1.6,Investment Managers,,
DAC,stocks,20240219210222,$72.04,2/27/2024,0.044419766796224315,,2/13/2024,3.2,Marine Transportation,,
EIG,stocks,20240219210224,$43.32,2/27/2024,0.025854108956602034,,2/15/2024,1.12,Property-Casualty Insurers,,
CCS,stocks,20240219210225,$88.94,2/27/2024,0.01034405217000225,,2/07/2024,1.04,Homebuilding,,
WCN,stocks,20240219210227,$165.45,2/27/2024,0.006890299184043517,,2/13/2024,1.14,Power Generation,,
MHLA,stocks,20240219210228,$16.4851,2/27/2024,0.10046951489526906,,N/A,1.6562,Property-Casualty Insurers,,
AMCR,stocks,20240219210230,$8.99,2/27/2024,0.05561735261401557,,2/06/2024,0.5,Miscellaneous manufacturing industries,,
AEFC,stocks,20240219210232,$22.41,2/27/2024,0.056894243641231586,,N/A,1.275,N/A,,
TOIPY,stocks,20240219210233,$13.81,2/27/2024,0.021132367849384503,,N/A,1.2734,N/A,,
AGNC,stocks,20240219210235,$9.56,2/28/2024,0.15062761506276148,,2/08/2024,1.44,Real Estate Investment Trusts,,
ASTL,stocks,20240219210236,$8.47,2/28/2024,0.023612750885478158,,2/06/2024,0.2,Steel/Iron Ore,,
POWWP,stocks,20240219210238,$25.50,2/28/2024,0.0867372549019608,,2/15/2024,2.211806,Ordnance And Accessories,,
ARKR,stocks,20240219210239,$14.75,2/28/2024,0.05084745762711865,,2/06/2024,0.75,Restaurants,,
CGNX,stocks,20240219210241,$38.51,2/28/2024,0.007790184367696702,,2/15/2024,0.3,Industrial Machinery/Components,,
CSX,stocks,20240219210242,$37.00,2/28/2024,0.011891891891891892,,2/14/2024,0.44,Railroads,,
EFSCP,stocks,20240219210243,$17.05,2/28/2024,N/A,,1/22/2024,1.25,Major Banks,,
FCNCO,stocks,20240219210245,$22.92,2/28/2024,0.06135689354275742,,1/24/2024,1.406252,Major Banks,,
FCNCA,stocks,20240219210247,"$1,533.91",2/28/2024,0.0042766524763512845,,1/24/2024,6.56,Major Banks,,
FCNCP,stocks,20240219210248,$21.61,2/28/2024,0.062184173993521524,,1/24/2024,1.343752,Major Banks,,
LNKB,stocks,20240219210249,$6.79,2/28/2024,0.04418262150220913,,2/13/2024,0.3,N/A,,
MARPS,stocks,20240219210251,$4.15,2/28/2024,0.08062650602409638,,2/16/2024,0.334644,Oil & Gas Production,,
MLAB,stocks,20240219210253,$104.27,2/28/2024,0.00613791119209744,,1/02/2024,0.64,Industrial Machinery/Components,,
NWL,stocks,20240219210254,$8.00,2/28/2024,0.035,,2/15/2024,0.28,Plastic Products,,
PFIS,stocks,20240219210255,$42.99,2/28/2024,0.03814840660618748,,1/26/2024,1.64,Major Banks,,
POWI,stocks,20240219210257,$75.65,2/28/2024,0.010575016523463317,,2/19/2024,0.8,Semiconductors,,
SQFTP,stocks,20240219210258,$16.00,2/28/2024,0.14648125,,12/18/2023,2.34372,Real Estate Investment Trusts,,
QCOM,stocks,20240219210300,$155.98,2/28/2024,0.02051545069880754,,1/04/2024,3.2,Radio And Television Broadcasting And Communications Equipment,,
QRTEP,stocks,20240219210301,$41.75,2/28/2024,0.19161676646706588,,2/19/2024,8.0,Catalog/Specialty Distribution,,
SIGIP,stocks,20240219210302,$18.45,2/28/2024,0.06233062330623306,,1/31/2024,1.15,Property-Casualty Insurers,,
SOHOO,stocks,20240219210304,$19.50,2/28/2024,0.10096410256410257,,1/29/2024,1.96875,Real Estate Investment Trusts,,
SOHOB,stocks,20240219210305,$19.50,2/28/2024,0.10256410256410256,,1/29/2024,2.0,Real Estate Investment Trusts,,
SOHON,stocks,20240219210307,$19.2509,2/28/2024,0.10713784810060828,,1/29/2024,2.0625,Real Estate Investment Trusts,,
STEP,stocks,20240219210308,$35.21,2/28/2024,0.02385685884691849,,2/05/2024,0.84,Finance/Investors Services,,
YORW,stocks,20240219210310,$36.98,2/28/2024,0.02280151433207139,,1/29/2024,0.8432,Water Supply,,
NBH,stocks,20240219210311,$10.45,2/28/2024,0.0433377990430622,,2/15/2024,0.4529,Finance/Investors Services,,
GOLD,stocks,20240219210312,$14.60,2/28/2024,0.027397260273972605,,2/14/2024,0.4,N/A,,
BEP,stocks,20240219210314,$24.17,2/28/2024,0.05585436491518411,,2/02/2024,1.42,Electric Utilities: Central,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
GLW,stocks,20240219210404,$32.03,2/28/2024,0.034967218232906654,,2/07/2024,1.12,Industrial Machinery/Components,,
DOV,stocks,20240219210406,$162.64,2/28/2024,0.012543039842597149,,2/08/2024,2.04,Industrial Machinery/Components,,
UNP,stocks,20240219210407,$250.55,2/28/2024,0.020754340451007783,,2/08/2024,5.2,Railroads,,
GFF,stocks,20240219210409,$68.90,2/28/2024,0.008708272859216255,,2/07/2024,0.6,Building Products,,
RLI,stocks,20240219210410,$142.84,2/28/2024,0.014001680201624194,,2/08/2024,1.08,Property-Casualty Insurers,,
TNC,stocks,20240219210412,$101.94,2/28/2024,0.010986855012752601,,2/13/2024,1.12,Industrial Machinery/Components,,
BOH,stocks,20240219210413,$63.09,2/28/2024,0.044381042954509425,,1/22/2024,2.8,Major Banks,,
CFR,stocks,20240219210415,$109.25,2/28/2024,0.03368421052631579,,1/25/2024,3.68,Major Banks,,
PBT,stocks,20240219210416,$13.77,2/28/2024,0.027042265795206973,,2/16/2024,0.5455,Oil & Gas Production,,
DNP,stocks,20240219210418,$8.72,2/28/2024,0.08944954128440366,,12/14/2023,0.78,Investment Managers,,
CPF,stocks,20240219210419,$19.37,2/28/2024,0.053691275167785234,,1/31/2024,1.04,Major Banks,,
CXT,stocks,20240219210421,$58.76,2/28/2024,0.009530292716133426,,2/14/2024,0.64,Metal Fabrications,,
ADC,stocks,20240219210422,$57.34,2/28/2024,0.0516916637600279,,2/08/2024,2.964,Real Estate Investment Trusts,,
PKX,stocks,20240219210424,$83.31,2/28/2024,0.022673676629456248,,1/31/2024,1.893,Steel/Iron Ore,,
EL,stocks,20240219210425,$145.32,2/28/2024,0.018166804293971925,,2/05/2024,2.64,Package Goods/Cosmetics,,
FDS,stocks,20240219210427,$464.02,2/28/2024,0.00844791172794276,,2/02/2024,3.92,"Computer Software: Programming, Data Processing",,
EPR,stocks,20240219210428,$42.54,2/28/2024,0.077574047954866,,2/15/2024,3.3,Real Estate Investment Trusts,,
GS,stocks,20240219210429,$385.42,2/28/2024,0.02854029370556795,,1/12/2024,11.0,Investment Bankers/Brokers/Service,,
AWI,stocks,20240219210431,$105.93,2/28/2024,0.010573019918814312,,2/14/2024,1.12,Plastic Products,,
TVC,stocks,20240219210432,$22.49,2/28/2024,0.02372610048910627,,N/A,0.5336,Electric Utilities: Central,,
STAG,stocks,20240219210434,$39.12,2/28/2024,0.03783220858895706,,1/10/2024,1.48,Real Estate Investment Trusts,,
BIP,stocks,20240219210435,$31.84,2/28/2024,0.04805276381909548,,2/01/2024,1.62,Power Generation,,
EFC,stocks,20240219210437,$12.19,2/28/2024,0.14766201804758,,2/07/2024,1.8,Real Estate,,
ORC,stocks,20240219210438,$8.42,2/28/2024,0.171021377672209,,2/14/2024,1.44,Real Estate Investment Trusts,,
VAC,stocks,20240219210440,$86.77,2/28/2024,0.03503515039760286,,2/15/2024,3.04,Real Estate,,
SSTK,stocks,20240219210441,$47.80,2/28/2024,0.022594142259414227,,1/30/2024,1.2,EDP Services,,
SCM,stocks,20240219210443,$12.99,2/28/2024,0.12314087759815241,,1/15/2024,1.5996,Finance/Investors Services,,
ENJ,stocks,20240219210444,$22.96,2/28/2024,0.05444250871080139,,N/A,1.25,Power Generation,,
PBF,stocks,20240219210445,$51.06,2/28/2024,0.019584802193497845,,2/15/2024,1.0,Integrated oil Companies,,
EARN,stocks,20240219210447,$5.89,2/28/2024,0.16298811544991512,,2/07/2024,0.96,Real Estate Investment Trusts,,
ASC,stocks,20240219210448,$16.25,2/28/2024,0.039384615384615386,,2/15/2024,0.84,Marine Transportation,,
TSLX,stocks,20240219210450,$21.73,2/28/2024,0.08467556373676945,,2/15/2024,1.84,Investment Managers,,
AVAL,stocks,20240219210451,$2.53,2/28/2024,0.08727841897233202,,9/19/2023,0.2208,Commercial Banks,,
APLE,stocks,20240219210453,$16.17,2/28/2024,0.05936920222634508,,2/16/2024,0.96,Real Estate Investment Trusts,,
HUBB,stocks,20240219210454,$358.69,2/28/2024,0.013605062867657308,,1/26/2024,4.88,Electrical Products,,
BBU,stocks,20240219210456,$22.91,2/28/2024,0.010912265386294195,,2/02/2024,0.25,Engineering & Construction,,
EAI,stocks,20240219210457,$23.07,2/28/2024,0.05282834850455136,,N/A,1.2188,Electric Utilities: Central,,
ELC,stocks,20240219210459,$22.75,2/28/2024,0.05357142857142857,,N/A,1.2052,Electric Utilities: Central,,
CTBB,stocks,20240219210500,$9.95,2/28/2024,0.16331658291457288,,N/A,1.6248,Telecommunications Equipment,,
ARCH,stocks,20240219210502,$166.67,2/28/2024,0.021119577608447834,,2/15/2024,1.0,Coal Mining,,
DD,stocks,20240219210503,$68.45,2/28/2024,0.0210372534696859,,2/06/2024,1.52,Major Chemicals,,
SOJC,stocks,20240219210504,$24.53,2/28/2024,0.05350591112922951,,N/A,1.3124,Power Generation,,
CMSA,stocks,20240219210506,$24.54,2/28/2024,0.057304400977995114,,N/A,1.4062,Power Generation,,
PRT,stocks,20240219210507,$4.43,2/28/2024,0.09360270880361174,,2/16/2024,0.4169,Oil & Gas Production,,
WF,stocks,20240219210509,$32.37,2/28/2024,0.025276119864071675,,2/06/2024,2.2652,Commercial Banks,,
DOW,stocks,20240219210510,$55.17,2/28/2024,0.05075222040964292,,2/15/2024,2.8,Major Chemicals,,
BIPC,stocks,20240219210512,$36.26,2/28/2024,0.04219525648097077,,2/01/2024,1.62,N/A,,
BEPC,stocks,20240219210513,$25.73,2/28/2024,0.05246793626117373,,2/02/2024,1.42,Electric Utilities: Central,,
UZD,stocks,20240219210515,$20.94,2/28/2024,0.07461795606494746,,N/A,1.5625,Telecommunications Equipment,,
UZE,stocks,20240219210516,$18.88,2/28/2024,0.07282838983050847,,N/A,1.375,Telecommunications Equipment,,
UGIC,stocks,20240219210518,$58.61,2/28/2024,0.12369902746971506,,1/11/2024,7.25,Natural Gas Distribution,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
UZF,stocks,20240219210608,$18.87,2/28/2024,0.07286698463169052,,N/A,1.3752,Telecommunications Equipment,,
MDV,stocks,20240219210610,$14.81,2/28/2024,0.07764753544902094,,12/14/2023,1.15,Transportation Services,,
BBUC,stocks,20240219210611,$24.72,2/28/2024,0.01011326860841424,,2/02/2024,0.25,N/A,,
BAM,stocks,20240219210613,$41.17,2/28/2024,0.03109059995142094,,2/07/2024,1.52,Other Consumer Services,,
CR,stocks,20240219210614,$123.00,2/28/2024,0.005853658536585366,,1/29/2024,0.82,Metal Fabrications,,
MNR,stocks,20240219210616,$17.25,2/28/2024,N/A,,2/15/2024,3.8,N/A,,
CBOE,stocks,20240219210618,$186.06,2/28/2024,0.011824142749650652,,2/09/2024,2.2,Investment Bankers/Brokers/Service,,
MCPB,stocks,20240219210620,$23.00,2/28/2024,0.05217391304347826,,1/26/2024,1.2,N/A,,
PLWN,stocks,20240219210621,$610.00,2/28/2024,0.060655737704918035,,2/14/2024,37.0,N/A,,
UBOH,stocks,20240219210623,$19.15,2/28/2024,0.04595300261096606,,1/18/2024,0.88,N/A,,
FCNCB,stocks,20240219210624,"$1,325.00",2/28/2024,0.004950943396226415,,1/26/2024,6.56,N/A,,
SEBC,stocks,20240219210626,$18.00,2/28/2024,0.04,,2/15/2024,0.76,N/A,,
FULO,stocks,20240219210628,$0.212,2/28/2024,0.5660377358490566,,2/15/2024,0.0148,N/A,,
SFDL,stocks,20240219210629,$25.45,2/28/2024,0.020432220039292733,,1/18/2024,0.56,N/A,,
NEEXU,stocks,20240219210631,$45.50,2/28/2024,0.07610989010989011,,1/11/2024,3.463,N/A,,
BCHEY,stocks,20240219210632,$19.00,2/28/2024,0.024024947368421052,,N/A,0.459,N/A,,
SRRTF,stocks,20240219210634,$8.96,2/28/2024,0.09642857142857142,,2/15/2024,0.864,N/A,,
BSRTF,stocks,20240219210635,$11.438,2/28/2024,0.045427522294107354,,2/15/2024,0.5196,N/A,,
PLQC,stocks,20240219210637,$49.00,2/28/2024,N/A,,1/17/2024,1.5,N/A,,
TLGPY,stocks,20240219210638,$12.775,2/28/2024,N/A,,N/A,0.7892,N/A,,
WRLC,stocks,20240219210639,$515.00,2/28/2024,0.02330097087378641,,2/15/2024,12.0,N/A,,
WRLC,stocks,20240219210641,$515.00,2/28/2024,0.02330097087378641,,2/15/2024,12.0,N/A,,
PDER,stocks,20240219210642,$260.00,2/28/2024,N/A,,2/13/2024,7.2,N/A,,
ACNB,stocks,20240219210644,$39.40,2/29/2024,0.030456852791878174,,1/23/2024,1.2,Major Banks,,
ATLCP,stocks,20240219210645,$21.90,2/29/2024,0.08704566210045662,,1/24/2024,1.906252,Finance: Consumer Services,,
BOTJ,stocks,20240219210647,$11.80,2/29/2024,0.02711864406779661,,1/16/2024,0.32,Major Banks,,
BAFN,stocks,20240219210648,$12.765,2/29/2024,0.02506854680767724,,1/23/2024,0.32,Savings Institutions,,
BHFAL,stocks,20240219210650,$23.3092,2/29/2024,0.0670336176273746,,2/19/2024,1.5625,Life Insurance,,
CHRW,stocks,20240219210651,$73.70,2/29/2024,0.03310719131614654,,2/07/2024,2.44,Oil Refining/Marketing,,
CCNE,stocks,20240219210653,$20.97,2/29/2024,0.03338102050548403,,2/13/2024,0.7,Major Banks,,
CVLG,stocks,20240219210654,$54.62,2/29/2024,0.008055657268399853,,2/15/2024,0.44,Trucking Freight/Courier Services,,
EBC,stocks,20240219210656,$14.00,2/29/2024,0.03142857142857143,,1/25/2024,0.44,Accident &Health Insurance,,
FGFPP,stocks,20240219210657,$18.00,2/29/2024,0.1111111111111111,,2/05/2024,2.0,Property-Casualty Insurers,,
FFBC,stocks,20240219210659,$22.70,2/29/2024,0.04052863436123348,,1/23/2024,0.92,Major Banks,,
FRME,stocks,20240219210700,$34.88,2/29/2024,0.0389908256880734,,2/06/2024,1.36,Major Banks,,
FNCB,stocks,20240219210702,$6.23,2/29/2024,0.05778491171749598,,1/24/2024,0.36,Major Banks,,
GCMG,stocks,20240219210703,$8.54,2/29/2024,0.05152224824355973,,2/08/2024,0.44,Finance/Investors Services,,
GBDC,stocks,20240219210705,$15.75,2/29/2024,0.09396825396825396,,1/16/2024,1.48,Finance: Consumer Services,,
HWCPZ,stocks,20240219210706,$24.6099,2/29/2024,0.06349070902360432,,2/19/2024,1.5625,Major Banks,,
HAYN,stocks,20240219210708,$59.70,2/29/2024,0.01474036850921273,,2/19/2024,0.88,Steel/Iron Ore,,
HPK,stocks,20240219210709,$15.75,2/29/2024,0.006349206349206349,,2/01/2024,0.1,Oil & Gas Production,,
HON,stocks,20240219210710,$197.95,2/29/2024,0.021823692851730237,,2/16/2024,4.32,Aerospace,,
IBKR,stocks,20240219210712,$104.59,2/29/2024,0.0038244574051056507,,1/16/2024,0.4,Investment Bankers/Brokers/Service,,
LFVN,stocks,20240219210713,$6.49,2/29/2024,0.02157164869029276,,1/25/2024,0.14,Biotechnology: Pharmaceutical Preparations,,
MBWM,stocks,20240219210714,$38.96,2/29/2024,0.034907597535934295,,1/11/2024,1.36,Major Banks,,
MGEE,stocks,20240219210716,$65.73,2/29/2024,0.026015518028297577,,1/19/2024,1.71,Electric Utilities: Central,,
MFICL,stocks,20240219210717,$25.36,2/29/2024,N/A,,2/14/2024,0.0,Finance/Investors Services,,
MBCN,stocks,20240219210719,$26.52,2/29/2024,0.0301659125188537,,2/12/2024,0.8,Major Banks,,
MOFG,stocks,20240219210720,$24.48,2/29/2024,0.039624183006535946,,1/23/2024,0.97,Major Banks,,
MLKN,stocks,20240219210722,$30.44,2/29/2024,0.024638633377135347,,1/16/2024,0.75,Office Equipment/Supplies/Services,,
NSSC,stocks,20240219210723,$45.12,2/29/2024,0.007092198581560284,,2/01/2024,0.32,Telecommunications Equipment,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
NAVI,stocks,20240219210814,$16.50,2/29/2024,0.03878787878787879,,2/19/2024,0.64,Finance: Consumer Services,,
NBTB,stocks,20240219210815,$35.63,2/29/2024,0.035924782486668534,,1/22/2024,1.28,Major Banks,,
OTEX,stocks,20240219210817,$40.55,2/29/2024,0.02466091245376079,,1/31/2024,1.0,EDP Services,,
PANL,stocks,20240219210819,$8.51,2/29/2024,0.04700352526439484,,2/14/2024,0.4,Marine Transportation,,
PTEN,stocks,20240219210821,$11.75,2/29/2024,0.02723404255319149,,2/14/2024,0.32,Oil & Gas Production,,
PEP,stocks,20240219210822,$167.86,2/29/2024,0.03014416775884665,,2/07/2024,5.06,Beverages (Production/Distribution),,
PRDO,stocks,20240219210824,$17.69,2/29/2024,0.024872809496890896,,2/02/2024,0.44,Other Consumer Services,,
PINC,stocks,20240219210826,$21.64,2/29/2024,0.038817005545286505,,1/25/2024,0.84,Other Consumer Services,,
PRGS,stocks,20240219210827,$56.35,2/29/2024,0.012422360248447204,,1/09/2024,0.7,Computer Software: Prepackaged Software,,
METC,stocks,20240219210829,$18.32,2/29/2024,0.027292576419213975,,2/19/2024,0.5,Coal Mining,,
METCB,stocks,20240219210830,$12.45,2/29/2024,0.07990361445783133,,2/19/2024,0.9948,Coal Mining,,
SSNC,stocks,20240219210832,$63.95,2/29/2024,0.015011727912431586,,2/13/2024,0.96,Computer Software: Prepackaged Software,,
STRRP,stocks,20240219210834,$9.55,2/29/2024,0.10471204188481674,,2/19/2024,1.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,
TMUS,stocks,20240219210835,$161.57,2/29/2024,0.01609209630500712,,1/24/2024,2.6,Telecommunications Equipment,,
TCBIO,stocks,20240219210837,$19.74,2/29/2024,0.07282168186423506,,1/22/2024,1.4375,Major Banks,,
TW,stocks,20240219210839,$101.99,2/29/2024,0.0035297578193940584,,2/02/2024,0.36,Investment Bankers/Brokers/Service,,
TRMK,stocks,20240219210840,$27.58,2/29/2024,0.03335750543872372,,1/23/2024,0.92,Major Banks,,
UFPI,stocks,20240219210842,$119.76,2/29/2024,0.01002004008016032,,2/01/2024,1.2,Forest Products,,
VIRT,stocks,20240219210844,$16.83,2/29/2024,0.05704099821746881,,2/19/2024,0.96,Investment Bankers/Brokers/Service,,
WEN,stocks,20240219210846,$18.99,2/29/2024,0.05265929436545551,,2/15/2024,1.0,Restaurants,,
ZIONL,stocks,20240219210847,$25.60,2/29/2024,0.09440624999999998,,2/02/2024,2.416818,Major Banks,,
ZIONO,stocks,20240219210849,$25.64,2/29/2024,0.09771060842433697,,2/02/2024,2.505291,Major Banks,,
ZIONP,stocks,20240219210850,$20.5959,2/29/2024,0.07598599721303755,,2/02/2024,1.564957,Major Banks,,
AEM,stocks,20240219210852,$46.64,2/29/2024,0.03430531732418525,,2/15/2024,1.6,N/A,,
TAP,stocks,20240219210854,$62.07,2/29/2024,0.026421781859191234,,2/13/2024,1.76,Beverages (Production/Distribution),,
TAP.A,stocks,20240219210856,N/A,2/29/2024,,,2/13/2024,1.76,N/A,,
BAX,stocks,20240219210858,$40.94,2/29/2024,0.028334147532975085,,2/12/2024,1.16,Medical/Dental Instruments,,
GATX,stocks,20240219210859,$129.44,2/29/2024,0.016996291718170582,,1/26/2024,2.32,Transportation Services,,
GPC,stocks,20240219210901,$143.71,2/29/2024,0.026442140421682553,,2/15/2024,4.0,Automotive Aftermarket,,
IPG,stocks,20240219210903,$32.40,2/29/2024,0.03827160493827161,,2/08/2024,1.32,Advertising,,
MCD,stocks,20240219210904,$291.86,2/29/2024,0.02288768587679024,,2/07/2024,6.68,Restaurants,,
NPK,stocks,20240219210905,$78.41,2/29/2024,0.012753475322025252,,2/16/2024,1.0,Ordnance And Accessories,,
NPK,stocks,20240219210906,$78.41,2/29/2024,0.012753475322025252,,2/16/2024,1.0,Ordnance And Accessories,,
D,stocks,20240219210908,$45.49,2/29/2024,0.05869421850956254,,1/26/2024,2.67,N/A,,
BALL,stocks,20240219210910,$62.24,2/29/2024,0.012853470437017995,,1/24/2024,0.8,Containers/Packaging,,
TSN,stocks,20240219210911,$52.57,2/29/2024,0.03652273159596728,,11/10/2023,1.96,Meat/Poultry/Fish,,
RF,stocks,20240219210913,$18.55,2/29/2024,0.05175202156334231,,2/14/2024,0.96,Major Banks,,
BAC,stocks,20240219210914,$34.07,2/29/2024,0.028177282066334016,,1/31/2024,0.96,Major Banks,,
ASB,stocks,20240219210916,$20.75,2/29/2024,0.042409638554216866,,1/30/2024,0.88,Major Banks,,
UHS,stocks,20240219210917,$162.72,2/29/2024,0.004916420845624386,,1/17/2024,0.8,Hospital/Nursing Management,,
SF,stocks,20240219210919,$76.64,2/29/2024,0.018789144050104383,,2/07/2024,1.68,Investment Bankers/Brokers/Service,,
AJG,stocks,20240219210920,$240.55,2/29/2024,0.00914570775306589,,1/24/2024,2.4,Specialty Insurers,,
WTS,stocks,20240219210922,$201.50,2/29/2024,0.0071464019851116625,,2/07/2024,1.44,Metal Fabrications,,
PII,stocks,20240219210923,$92.93,2/29/2024,0.027978047993113094,,2/01/2024,2.64,Industrial Specialties,,
BWA,stocks,20240219210925,$31.49,2/29/2024,0.013972689742775485,,2/07/2024,0.44,Auto Parts:O.E.M.,,
O,stocks,20240219210926,$52.02,2/29/2024,0.05916955017301037,,2/13/2024,3.078,Real Estate Investment Trusts,,
MCK,stocks,20240219210928,$505.68,2/29/2024,0.004904287296313875,,N/A,2.48,Other Pharmaceuticals,,
LMT,stocks,20240219210929,$423.12,2/29/2024,0.02977878615995462,,1/23/2024,12.6,Military/Government/Technical,,
GPI,stocks,20240219210931,$275.20,2/29/2024,0.006540697674418605,,2/12/2024,1.88,Retail-Auto Dealers and Gas Stations,,
DEO,stocks,20240219210932,$147.82,2/29/2024,0.033944662427276416,,2/06/2024,3.24,Beverages (Production/Distribution),,
FLO,stocks,20240219210933,$22.34,2/29/2024,0.04118173679498657,,2/16/2024,0.92,Packaged Foods,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
WHG,stocks,20240219211024,$12.49,2/29/2024,0.04803843074459568,,2/14/2024,0.6,Investment Managers,,
NNI,stocks,20240219211025,$91.86,2/29/2024,0.01219246679730024,,2/01/2024,1.12,Finance: Consumer Services,,
UNMA,stocks,20240219211027,$25.02,2/29/2024,0.06245003996802558,,N/A,1.5625,Accident &Health Insurance,,
