,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
259,ROP,20231125180603,$528.48,1/08/2024,0.52%,,11/09/2023,2.73,Industrial Machinery/Components,,
260,BRRLY,20231125180604,$16.52,1/08/2024,0.88%,,N/A,0.1581,N/A,,
261,DBRG^H,20231125180608,$21.7498,1/09/2024,8.19%,,10/27/2023,1.7812,N/A,,
262,DBRG^J,20231125180610,$21.00,1/09/2024,8.42%,,10/27/2023,1.7812,N/A,,
263,DBRG^I,20231125180611,$21.06,1/09/2024,8.52%,,10/27/2023,1.7875,N/A,,
264,GIS,20231125180612,$64.87,1/09/2024,3.62%,,11/14/2023,2.36,Packaged Foods,,
265,LNC,20231125180614,$24.01,1/09/2024,7.48%,,11/09/2023,1.8,Life Insurance,,
266,BRC,20231125180615,$53.25,1/09/2024,1.76%,,11/15/2023,0.94,Miscellaneous manufacturing industries,,
267,BACRP,20231125180617,$238.99,1/09/2024,2.93%,,10/18/2023,7.0,N/A,,
268,ECC,20231125180618,$9.44,1/10/2024,N/A,,11/08/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
269,ECC,20231125180619,$9.44,1/10/2024,N/A,,11/08/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
270,EIC,20231125180621,$14.17,1/10/2024,15.18%,,11/08/2023,2.16,Finance/Investors Services,,
271,ECCC,20231125180622,$21.32,1/10/2024,7.61%,,11/08/2023,1.625,"Trusts, Except Educational, Religious, and Charitable",,
272,EICA,20231125180624,$22.84,1/10/2024,5.47%,,11/08/2023,1.25,Finance/Investors Services,,
273,APO^A,20231125180628,$54.62,1/11/2024,N/A,,11/01/2023,3.3752,N/A,,
274,BELFA,20231125180629,$54.21,1/11/2024,0.44%,,10/25/2023,0.24,N/A,,
275,BELFB,20231125180630,$55.35,1/11/2024,0.51%,,10/25/2023,0.28,N/A,,
276,CHCO,20231125180632,$97.43,1/11/2024,2.94%,,11/14/2023,2.86,Major Banks,,
277,GAINZ,20231125180633,$22.62,1/11/2024,5.39%,,11/25/2023,1.21875,Finance: Consumer Services,,
278,GAINN,20231125180635,$23.37,1/11/2024,5.35%,,11/25/2023,1.25,Finance: Consumer Services,,
279,GAINL,20231125180636,$25.225,1/11/2024,N/A,,11/25/2023,0.0,Finance: Consumer Services,,
280,IMMR,20231125180637,$6.52,1/11/2024,1.84%,,11/25/2023,0.12,Computer peripheral equipment,,
281,ZTR,20231125180639,$5.24,1/11/2024,11.34%,,11/16/2023,0.6,Investment Managers,,
282,MVF,20231125180640,$6.72,1/11/2024,3.76%,,11/14/2023,0.36,Investment Bankers/Brokers/Service,,
283,IEX,20231125180642,$197.25,1/11/2024,1.29%,,11/08/2023,2.56,Fluid Controls,,
284,MYD,20231125180643,$10.14,1/11/2024,4.32%,,11/14/2023,0.63,Investment Bankers/Brokers/Service,,
285,MYN,20231125180644,$9.68,1/11/2024,3.88%,,11/14/2023,0.5304,Finance Companies,,
286,MYI,20231125180646,$10.81,1/11/2024,4.5%,,11/14/2023,0.666,Investment Bankers/Brokers/Service,,
287,MQY,20231125180647,$11.31,1/11/2024,4.62%,,11/14/2023,0.696,Investment Bankers/Brokers/Service,,
288,MQT,20231125180649,$9.73,1/11/2024,4.31%,,11/14/2023,0.588,Investment Bankers/Brokers/Service,,
289,MPA,20231125180650,$11.10,1/11/2024,3.68%,,11/14/2023,0.576,Finance Companies,,
290,MIY,20231125180652,$10.82,1/11/2024,3.82%,,11/14/2023,0.558,Investment Bankers/Brokers/Service,,
291,MVT,20231125180653,$10.25,1/11/2024,3.67%,,11/14/2023,0.606,Investment Bankers/Brokers/Service,,
292,MUA,20231125180655,$10.03,1/11/2024,4.88%,,11/14/2023,0.666,Investment Bankers/Brokers/Service,,
293,MHD,20231125180656,$11.22,1/11/2024,3.8%,,11/14/2023,0.63,Investment Bankers/Brokers/Service,,
294,MHN,20231125180657,$9.96,1/11/2024,4.05%,,11/14/2023,0.522,Investment Bankers/Brokers/Service,,
295,MUC,20231125180659,$10.45,1/11/2024,3.85%,,11/14/2023,0.582,Investment Bankers/Brokers/Service,,
296,MUJ,20231125180700,$10.98,1/11/2024,4.09%,,11/14/2023,0.6,Investment Bankers/Brokers/Service,,
297,MUE,20231125180702,$9.64,1/11/2024,3.63%,,11/14/2023,0.54,Investment Bankers/Brokers/Service,,
298,BFK,20231125180703,$9.75,1/11/2024,3.77%,,11/14/2023,0.6,Finance Companies,,
299,AAP,20231125180704,$52.59,1/11/2024,1.88%,,10/31/2023,1.0,Auto & Home Supply Stores,,
300,BHV,20231125180706,$10.12,1/11/2024,3.12%,,11/14/2023,0.474,Finance/Investors Services,,
301,BLE,20231125180707,$10.11,1/11/2024,4.03%,,11/14/2023,0.624,Finance/Investors Services,,
302,BYM,20231125180709,$10.55,1/11/2024,4.29%,,11/14/2023,0.63,Investment Managers,,
303,NCV,20231125180710,$3.15,1/11/2024,13.04%,,11/16/2023,0.408,Finance Companies,,
304,NCZ,20231125180712,$2.75,1/11/2024,13.04%,,11/16/2023,0.36,Finance Companies,,
305,MUI,20231125180713,$11.06,1/11/2024,3.7%,,11/14/2023,0.66,Investment Bankers/Brokers/Service,,
306,BTA,20231125180804,$9.48,1/11/2024,5.53%,,11/14/2023,0.522,"Trusts, Except Educational, Religious, and Charitable",,
307,EDF,20231125180805,$4.19,1/11/2024,16.86%,,11/16/2023,0.72,Investment Managers,,
308,BFZ,20231125180807,$11.03,1/11/2024,4.23%,,11/14/2023,0.612,Finance Companies,,
309,BKN,20231125180808,$11.16,1/11/2024,4.26%,,11/14/2023,0.684,"Trusts, Except Educational, Religious, and Charitable",,
310,BNY,20231125180810,$9.89,1/11/2024,3.67%,,11/14/2023,0.516,"Trusts, Except Educational, Religious, and Charitable",,
311,VGI,20231125180811,$7.26,1/11/2024,13.2%,,11/16/2023,0.96,Investment Managers,,
312,BTT,20231125180813,$20.49,1/11/2024,2.72%,,11/14/2023,0.6491,Investment Managers,,
313,ACV,20231125180815,$19.31,1/11/2024,11.14%,,11/16/2023,2.16,Finance/Investors Services,,
314,CBH,20231125180816,$8.59,1/11/2024,6.44%,,11/16/2023,0.552,"Trusts, Except Educational, Religious, and Charitable",,
315,AIO,20231125180818,$16.77,1/11/2024,10.73%,,11/16/2023,1.8,Finance/Investors Services,,
316,BMN,20231125180819,$24.07,1/11/2024,4.67%,,11/14/2023,1.125,"Trusts, Except Educational, Religious, and Charitable",,
317,WELPM,20231125180820,$98.10,1/11/2024,6.12%,,10/19/2023,6.0,N/A,,
318,OGFGY,20231125180822,$5.425,1/11/2024,3.8%,,N/A,0.3976,N/A,,
319,ABBV,20231125180823,$138.47,1/12/2024,4.27%,,10/27/2023,6.2,Biotechnology: Pharmaceutical Preparations,,
320,PECO,20231125180825,$35.45,1/12/2024,3.3%,,11/07/2023,1.17,Real Estate Investment Trusts,,
321,CRF,20231125180826,$7.15,1/12/2024,19.55%,,11/03/2023,1.4076,Finance/Investors Services,,
322,CLM,20231125180827,$7.25,1/12/2024,20.33%,,11/03/2023,1.4736,Finance/Investors Services,,
323,HRL,20231125180829,$32.59,1/12/2024,3.36%,,11/20/2023,1.13,Meat/Poultry/Fish,,
324,ABBV,20231125180830,$138.47,1/12/2024,4.27%,,10/27/2023,6.2,Biotechnology: Pharmaceutical Preparations,,
325,SLVYY,20231125180832,$11.23,1/12/2024,2.35%,,N/A,0.1741,N/A,,
326,FHN^B,20231125180834,$22.30,1/16/2024,7.43%,,10/24/2023,1.6562,N/A,,
327,FHN^C,20231125180835,$21.6001,1/16/2024,7.64%,,10/24/2023,1.65,N/A,,
328,OXLCP,20231125180837,$22.88,1/16/2024,6.83%,,10/26/2023,1.5625,Investment Managers,,
329,OXLCM,20231125180838,$24.82,1/16/2024,6.8%,,10/26/2023,1.6875,Investment Managers,,
330,OXLCN,20231125180840,$22.8324,1/16/2024,7.8%,,10/26/2023,1.78125,Investment Managers,,
331,OXLC,20231125180841,$4.91,1/16/2024,19.55%,,10/26/2023,0.96,Investment Managers,,
332,OXLCO,20231125180842,$21.365,1/16/2024,7.02%,,10/26/2023,1.5,Investment Managers,,
333,OXSQ,20231125180844,$2.87,1/16/2024,14.63%,,11/02/2023,0.42,Blank Checks,,
334,GGN,20231125180845,$3.69,1/16/2024,9.68%,,11/16/2023,0.36,Finance/Investors Services,,
335,GLU,20231125180847,$12.46,1/16/2024,9.58%,,11/16/2023,1.2,Finance/Investors Services,,
336,KWR,20231125180848,$174.50,1/16/2024,1.03%,,11/15/2023,1.82,Major Chemicals,,
337,EOG,20231125180849,$123.17,1/16/2024,2.67%,,11/02/2023,3.64,Oil & Gas Production,,
338,DGX,20231125180851,$135.75,1/16/2024,2.1%,,11/13/2023,2.84,Medical Specialities,,
339,GUT,20231125180852,$5.83,1/16/2024,10%,,11/16/2023,0.6,"Trusts, Except Educational, Religious, and Charitable",,
340,GDV,20231125180854,$20.10,1/16/2024,6.51%,,11/16/2023,1.32,Investment Managers,,
341,GNT,20231125180855,$4.85,1/16/2024,7.36%,,11/16/2023,0.36,Finance/Investors Services,,
342,MNSAF,20231125180857,$0.428,1/16/2024,16.36%,,3/31/2023,0.0648,N/A,,
343,HRZN,20231125180858,$12.26,1/17/2024,15.66%,,10/27/2023,1.92,Finance: Consumer Services,,
344,MSSEL,20231125180900,$70.00,1/17/2024,6.34%,,11/09/2023,4.44,N/A,,
345,RVTY,20231125180901,$89.48,1/18/2024,0.31%,,10/26/2023,0.28,Biotechnology: Laboratory Analytical Instruments,,
346,RVTY,20231125180902,$89.48,1/18/2024,0.31%,,10/26/2023,0.28,Biotechnology: Laboratory Analytical Instruments,,
347,DPMAY,20231125180904,$152.5387,1/18/2024,N/A,,N/A,1.9578,N/A,,
348,BGH,20231125180905,$12.92,1/22/2024,9.76%,,11/15/2023,1.2672,Investment Managers,,
349,OCCIN,20231125180909,$22.10,1/23/2024,5.94%,,6/01/2023,1.3125,"Trusts, Except Educational, Religious, and Charitable",,
350,OCCIO,20231125180911,$23.2501,1/23/2024,6.59%,,6/01/2023,1.53125,"Trusts, Except Educational, Religious, and Charitable",,
351,CLX,20231125180912,$140.51,1/23/2024,3.4%,,11/14/2023,4.8,Specialty Chemicals,,
352,LOW,20231125180914,$198.48,1/23/2024,2.21%,,11/10/2023,4.4,RETAIL: Building Materials,,
353,STEW,20231125180915,$13.31,1/23/2024,3.75%,,11/07/2023,0.55,Investment Managers,,
354,PAI,20231125180916,$11.51,1/23/2024,4.94%,,11/21/2023,0.582,"Trusts, Except Educational, Religious, and Charitable",,
355,PPT,20231125180918,$3.38,1/23/2024,9.12%,,11/17/2023,0.312,Finance Companies,,
356,PIM,20231125180919,$3.05,1/23/2024,8.66%,,11/17/2023,0.264,Finance Companies,,
357,MHF,20231125181010,$6.32,1/23/2024,3.95%,,11/14/2023,0.264,Finance/Investors Services,,
358,PMM,20231125181011,$5.82,1/23/2024,4.97%,,11/17/2023,0.2856,Investment Managers,,
359,SBI,20231125181013,$7.49,1/23/2024,3.75%,,11/14/2023,0.372,Finance/Investors Services,,
360,MMU,20231125181014,$9.65,1/23/2024,4.6%,,11/14/2023,0.498,Investment Managers,,
361,PMO,20231125181016,$10.36,1/23/2024,4.07%,,11/17/2023,0.42,Finance Companies,,
362,HIO,20231125181017,$3.73,1/23/2024,11.36%,,11/14/2023,0.426,Finance/Investors Services,,
363,HIX,20231125181019,$4.55,1/23/2024,12.89%,,11/14/2023,0.588,Finance/Investors Services,,
364,WEA,20231125181020,$10.60,1/23/2024,7.99%,,11/21/2023,0.84,"Trusts, Except Educational, Religious, and Charitable",,
365,EHI,20231125181022,$6.71,1/23/2024,11.93%,,11/14/2023,0.804,Investment Managers,,
366,WIA,20231125181023,$7.94,1/23/2024,7.58%,,11/21/2023,0.6,"Trusts, Except Educational, Religious, and Charitable",,
367,EMD,20231125181025,$8.51,1/23/2024,11.78%,,11/14/2023,1.014,Finance/Investors Services,,
368,SCD,20231125181026,$12.72,1/23/2024,10.5%,,11/14/2023,1.356,"Trusts, Except Educational, Religious, and Charitable",,
369,WIW,20231125181028,$8.47,1/23/2024,8.58%,,11/21/2023,0.726,Finance Companies,,
370,IGI,20231125181029,$16.28,1/23/2024,5.04%,,11/14/2023,0.834,Investment Managers,,
371,GDO,20231125181031,$11.79,1/23/2024,10.32%,,11/14/2023,1.224,Finance Companies,,
372,DMO,20231125181032,$10.76,1/23/2024,12.74%,,11/14/2023,1.44,"Trusts, Except Educational, Religious, and Charitable",,
373,HYI,20231125181034,$11.41,1/23/2024,9.94%,,11/14/2023,1.14,Investment Managers,,
374,BWG,20231125181035,$7.79,1/23/2024,12.29%,,11/14/2023,0.9877,Finance/Investors Services,,
375,TEAF,20231125181037,$11.95,1/23/2024,9%,,11/09/2023,1.08,"Trusts, Except Educational, Religious, and Charitable",,
376,WDI,20231125181038,$13.24,1/23/2024,12.67%,,11/14/2023,1.716,"Trusts, Except Educational, Religious, and Charitable",,
377,PSEC,20231125181040,$5.81,1/26/2024,12.39%,,11/07/2023,0.72,Finance/Investors Services,,
378,FNEVY,20231125181042,$3.74,1/26/2024,2.66%,,N/A,0.2592,N/A,,
379,CCLDP,20231125181044,$17.45,1/30/2024,15.76%,,10/31/2023,2.75004,Computer Software: Prepackaged Software,,
380,CCLDO,20231125181045,$14.8562,1/30/2024,14.72%,,10/31/2023,2.18748,Computer Software: Prepackaged Software,,
381,LXP^C,20231125181047,$44.32,1/30/2024,7.33%,,10/31/2023,3.25,N/A,,
382,ATLO,20231125181048,$18.48,1/31/2024,5.84%,,11/08/2023,1.08,Major Banks,,
383,LCUT,20231125181050,$6.76,1/31/2024,2.51%,,11/07/2023,0.17,Industrial Machinery/Components,,
384,CGABL,20231125181051,$17.23,1/31/2024,6.71%,,11/25/2023,1.15625,Investment Managers,,
385,AMSWA,20231125181055,$9.72,2/01/2024,4.53%,,11/20/2023,0.44,Computer Software: Prepackaged Software,,
386,ONBPP,20231125181059,$23.9699,2/02/2024,7.3%,,11/15/2023,1.75,Major Banks,,
387,ONBPO,20231125181100,$23.42,2/02/2024,7.47%,,11/15/2023,1.75,Major Banks,,
388,MAIN,20231125181104,$41.17,2/07/2024,6.83%,,11/01/2023,2.82,Finance/Investors Services,,
389,MAIN,20231125181105,$41.17,2/07/2024,6.83%,,11/01/2023,2.82,Finance/Investors Services,,
390,ECC,20231125181107,$9.44,2/08/2024,N/A,,11/08/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
391,ECC,20231125181108,$9.44,2/08/2024,N/A,,11/08/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
392,EIC,20231125181110,$14.17,2/08/2024,15.18%,,11/08/2023,2.16,Finance/Investors Services,,
393,ECCC,20231125181112,$21.32,2/08/2024,7.61%,,11/08/2023,1.625,"Trusts, Except Educational, Religious, and Charitable",,
394,EICA,20231125181114,$22.84,2/08/2024,5.47%,,11/08/2023,1.25,Finance/Investors Services,,
395,ZTR,20231125181118,$5.24,2/09/2024,11.34%,,11/16/2023,0.6,Investment Managers,,
396,NCV,20231125181119,$3.15,2/09/2024,13.04%,,11/16/2023,0.408,Finance Companies,,
397,NCZ,20231125181121,$2.75,2/09/2024,13.04%,,11/16/2023,0.36,Finance Companies,,
398,EDF,20231125181122,$4.19,2/09/2024,16.86%,,11/16/2023,0.72,Investment Managers,,
399,VGI,20231125181124,$7.26,2/09/2024,13.2%,,11/16/2023,0.96,Investment Managers,,
400,ACV,20231125181125,$19.31,2/09/2024,11.14%,,11/16/2023,2.16,Finance/Investors Services,,
401,CBH,20231125181127,$8.59,2/09/2024,6.44%,,11/16/2023,0.552,"Trusts, Except Educational, Religious, and Charitable",,
402,AIO,20231125181128,$16.77,2/09/2024,10.73%,,11/16/2023,1.8,Finance/Investors Services,,
