,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
257,GGT,20231212225632,$5.77,12/14/2023,14.99%,,11/16/2023,0.88,"Trusts, Except Educational, Religious, and Charitable",,
258,GCV,20231212225633,$3.61,12/14/2023,13.37%,,11/16/2023,0.48,Finance/Investors Services,,
259,RNR,20231212225635,$202.99,12/14/2023,0.73%,,11/08/2023,1.52,Property-Casualty Insurers,,
260,THG,20231212225636,$127.92,12/14/2023,2.53%,,12/04/2023,3.4,Property-Casualty Insurers,,
261,GTN,20231212225638,$8.16,12/14/2023,4.04%,,11/08/2023,0.32,Broadcasting,,
262,MHD,20231212225639,$11.65,12/14/2023,3.67%,,12/05/2023,0.63,Investment Bankers/Brokers/Service,,
263,MHD,20231212225641,$11.65,12/14/2023,3.67%,,11/14/2023,0.63,Investment Bankers/Brokers/Service,,
264,MHN,20231212225642,$10.29,12/14/2023,3.91%,,12/05/2023,0.522,Investment Bankers/Brokers/Service,,
265,MHN,20231212225644,$10.29,12/14/2023,3.91%,,11/14/2023,0.522,Investment Bankers/Brokers/Service,,
266,TSM,20231212225646,$100.95,12/14/2023,1.93%,,8/08/2023,1.9147,Semiconductors,,
267,SAH,20231212225647,$50.39,12/14/2023,2.39%,,10/26/2023,1.2,Other Specialty Stores,,
268,MUC,20231212225649,$10.80,12/14/2023,3.74%,,12/05/2023,0.582,Investment Bankers/Brokers/Service,,
269,MUC,20231212225650,$10.80,12/14/2023,3.74%,,11/14/2023,0.582,Investment Bankers/Brokers/Service,,
270,MUJ,20231212225652,$11.13,12/14/2023,4.04%,,11/14/2023,0.6,Investment Bankers/Brokers/Service,,
271,DSU,20231212225654,$10.63,12/14/2023,10.35%,,12/05/2023,1.1848,Finance Companies,,
272,VVR,20231212225657,$4.09,12/14/2023,12.62%,,12/01/2023,0.516,"Trusts, Except Educational, Religious, and Charitable",,
273,PB,20231212225659,$63.01,12/14/2023,3.51%,,10/18/2023,2.24,Major Banks,,
274,MUE,20231212225702,$9.92,12/14/2023,3.53%,,11/14/2023,0.54,Investment Bankers/Brokers/Service,,
275,WCC,20231212225703,$166.39,12/14/2023,0.9%,,11/30/2023,1.5,Telecommunications Equipment,,
276,NAC,20231212225705,$10.73,12/14/2023,4.86%,,12/01/2023,0.522,Investment Managers,,
277,NAN,20231212225709,$10.61,12/14/2023,4.86%,,12/01/2023,0.516,Investment Managers,,
278,NAD,20231212225715,$11.14,12/14/2023,4.74%,,12/01/2023,0.528,Investment Managers,,
279,EVC,20231212225717,$4.24,12/14/2023,4.89%,,11/02/2023,0.2,Broadcasting,,
280,AVNT,20231212225720,$36.55,12/14/2023,2.74%,,10/12/2023,1.03,Major Chemicals,,
281,GRMN,20231212225722,$125.20,12/14/2023,2.33%,,2/22/2023,2.92,Industrial Machinery/Components,,
282,GPN,20231212225724,$122.72,12/14/2023,0.81%,,10/31/2023,1.0,Business Services,,
283,NXJ,20231212225726,$11.5799,12/14/2023,3.58%,,12/01/2023,0.414,Finance/Investors Services,,
284,BFK,20231212225727,$10.01,12/14/2023,3.67%,,12/05/2023,0.6,Finance Companies,,
285,BFK,20231212225728,$10.01,12/14/2023,3.67%,,11/14/2023,0.6,Finance Companies,,
286,NZF,20231212225730,$11.58,12/14/2023,5.32%,,12/01/2023,0.618,Finance Companies,,
287,JRS,20231212225731,$7.379,12/14/2023,9.29%,,12/01/2023,0.68,Finance/Investors Services,,
288,BHK,20231212225733,$10.56,12/14/2023,8.47%,,12/05/2023,0.8952,Finance Companies,,
289,NVG,20231212225735,$11.55,12/14/2023,5.24%,,12/01/2023,0.606,Investment Managers,,
290,BHV,20231212225736,$10.59,12/14/2023,2.99%,,11/14/2023,0.474,Finance/Investors Services,,
291,BLE,20231212225738,$10.46,12/14/2023,3.89%,,12/05/2023,0.624,Finance/Investors Services,,
292,BLE,20231212225739,$10.46,12/14/2023,3.89%,,11/14/2023,0.624,Finance/Investors Services,,
293,BANC,20231212225740,$12.56,12/14/2023,3.25%,,11/10/2023,0.4,Major Banks,,
294,DKS,20231212225742,$138.91,12/14/2023,2.91%,,11/20/2023,4.0,Other Specialty Stores,,
295,BYM,20231212225744,$11.04,12/14/2023,4.12%,,12/05/2023,0.63,Investment Managers,,
296,BYM,20231212225746,$11.04,12/14/2023,4.12%,,11/14/2023,0.63,Investment Managers,,
297,NEA,20231212225747,$10.80,12/14/2023,4.73%,,12/01/2023,0.51,Finance/Investors Services,,
298,NKX,20231212225749,$11.43,12/14/2023,4.81%,,12/01/2023,0.546,Finance/Investors Services,,
299,NRK,20231212225751,$10.25,12/14/2023,4.8%,,12/01/2023,0.492,"Trusts, Except Educational, Religious, and Charitable",,
300,JPC,20231212225752,$6.61,12/14/2023,0.38%,,12/01/2023,0.57,Investment Managers,,
301,AVK,20231212225754,$10.64,12/14/2023,13.19%,,12/01/2023,1.4064,"Trusts, Except Educational, Religious, and Charitable",,
302,HYT,20231212225755,$8.98,12/14/2023,10.43%,,12/05/2023,0.9348,Finance Companies,,
303,JQC,20231212225757,$5.18,12/14/2023,12.56%,,12/01/2023,0.648,Finance Companies,,
304,BLW,20231212225758,$13.18,12/14/2023,9.81%,,12/05/2023,1.2948,Other Consumer Services,,
305,MUI,20231212225800,$11.47,12/14/2023,3.56%,,12/05/2023,0.66,Investment Bankers/Brokers/Service,,
306,MUI,20231212225850,$11.47,12/14/2023,3.56%,,11/14/2023,0.66,Investment Bankers/Brokers/Service,,
307,FRA,20231212225852,$12.23,12/14/2023,11.38%,,12/05/2023,1.4861,Investment Bankers/Brokers/Service,,
308,NMZ,20231212225854,$9.81,12/14/2023,5.2%,,12/01/2023,0.51,Finance/Investors Services,,
309,JFR,20231212225856,$8.07,12/14/2023,12.58%,,12/01/2023,1.02,"Trusts, Except Educational, Religious, and Charitable",,
310,SFL,20231212225857,$11.04,12/14/2023,8.7%,,11/08/2023,1.0,Marine Transportation,,
311,DPZ,20231212225900,$397.48,12/14/2023,1.22%,,10/10/2023,4.84,Food Distributors,,
312,ENS,20231212225902,$92.77,12/14/2023,0.97%,,11/08/2023,0.9,Industrial Machinery/Components,,
313,EXR,20231212225903,$138.12,12/14/2023,1.75%,,11/15/2023,6.48,Real Estate Investment Trusts,,
314,BGT,20231212225905,$12.14,12/14/2023,11.22%,,12/05/2023,1.4434,"Trusts, Except Educational, Religious, and Charitable",,
315,DLR,20231212225906,$134.75,12/14/2023,3.62%,,11/28/2023,4.88,Real Estate Investment Trusts,,
316,BXMX,20231212225908,$12.76,12/14/2023,7.41%,,12/01/2023,0.946,Investment Managers,,
317,BGR,20231212225909,$12.17,12/14/2023,6.53%,,12/05/2023,0.7884,"Trusts, Except Educational, Religious, and Charitable",,
318,HUN,20231212225911,$24.81,12/14/2023,3.91%,,11/02/2023,0.95,Major Chemicals,,
319,BME,20231212225912,$38.70,12/14/2023,6.54%,,12/05/2023,2.556,"Trusts, Except Educational, Religious, and Charitable",,
320,BOE,20231212225914,$9.89,12/14/2023,7.64%,,12/05/2023,0.756,"Trusts, Except Educational, Religious, and Charitable",,
321,BDJ,20231212225915,$7.67,12/14/2023,8.69%,,10/02/2023,1.3344,Finance Companies,,
322,EGF,20231212225917,$9.621,12/14/2023,5.1%,,12/05/2023,0.492,"Trusts, Except Educational, Religious, and Charitable",,
323,SPXX,20231212225918,$14.97,12/14/2023,7.88%,,12/01/2023,1.176,"Trusts, Except Educational, Religious, and Charitable",,
324,BTA,20231212225920,$10.27,12/14/2023,5.07%,,12/05/2023,0.522,"Trusts, Except Educational, Religious, and Charitable",,
325,BTA,20231212225922,$10.27,12/14/2023,5.07%,,11/14/2023,0.522,"Trusts, Except Educational, Religious, and Charitable",,
326,TNL,20231212225923,$38.98,12/14/2023,4.74%,,11/07/2023,1.8,Hotels/Resorts,,
327,KBR,20231212225925,$52.39,12/14/2023,1.01%,,10/18/2023,0.54,Military/Government/Technical,,
328,GDL,20231212225926,$7.99,12/14/2023,6.01%,,11/16/2023,0.48,Investment Managers,,
329,SREA,20231212225928,$23.805,12/14/2023,6.1%,,N/A,1.4375,Natural Gas Distribution,,
330,BR,20231212225929,$191.09,12/14/2023,1.65%,,11/09/2023,3.2,Business Services,,
331,JCE,20231212225931,$13.72,12/14/2023,9.16%,,12/01/2023,1.28,"Trusts, Except Educational, Religious, and Charitable",,
332,EDD,20231212225932,$4.74,12/14/2023,7.63%,,12/05/2023,0.36,Finance Companies,,
333,BGY,20231212225934,$5.13,12/14/2023,7.86%,,12/05/2023,0.4056,"Trusts, Except Educational, Religious, and Charitable",,
334,GOF,20231212225936,$13.47,12/14/2023,16.07%,,12/01/2023,2.1852,Finance/Investors Services,,
335,BTZ,20231212225937,$10.17,12/14/2023,9.89%,,12/05/2023,1.0068,Finance Companies,,
336,CII,20231212225939,$18.19,12/14/2023,6.56%,,12/05/2023,1.194,Investment Bankers/Brokers/Service,,
337,GRX,20231212225941,$9.03,12/14/2023,6.64%,,11/16/2023,0.6,Finance/Investors Services,,
338,CAF,20231212225942,$12.52,12/14/2023,0.02%,,12/05/2023,0.1246,Investment Managers,,
339,HI,20231212225944,$40.82,12/14/2023,2.17%,,12/07/2023,0.89,Miscellaneous manufacturing industries,,
340,NUW,20231212225945,$13.51,12/14/2023,3.79%,,12/01/2023,0.51,Investment Managers,,
341,BFZ,20231212225947,$11.68,12/14/2023,4.04%,,12/05/2023,0.612,Finance Companies,,
342,BFZ,20231212225948,$11.68,12/14/2023,4.04%,,11/14/2023,0.612,Finance Companies,,
343,MRK,20231212225949,$104.37,12/14/2023,2.8%,,11/28/2023,3.08,Biotechnology: Pharmaceutical Preparations,,
344,JLS,20231212225951,$16.94,12/14/2023,10.07%,,12/01/2023,1.704,Investment Managers,,
345,TRNO,20231212225952,$59.31,12/14/2023,3.02%,,11/01/2023,1.8,Real Estate,,
346,NBB,20231212225954,$15.33,12/14/2023,5.32%,,12/01/2023,0.882,Finance Companies,,
347,BKT,20231212225955,$11.90,12/14/2023,8.94%,,12/05/2023,1.0584,Investment Bankers/Brokers/Service,,
348,BBN,20231212225957,$15.83,12/14/2023,7.06%,,12/05/2023,1.1148,Finance Companies,,
349,BKN,20231212225958,$11.33,12/14/2023,4.18%,,12/05/2023,0.684,"Trusts, Except Educational, Religious, and Charitable",,
350,BKN,20231212230000,$11.33,12/14/2023,4.18%,,11/14/2023,0.684,"Trusts, Except Educational, Religious, and Charitable",,
351,BNY,20231212230001,$10.20,12/14/2023,3.6%,,12/05/2023,0.516,"Trusts, Except Educational, Religious, and Charitable",,
352,BNY,20231212230002,$10.20,12/14/2023,3.6%,,11/14/2023,0.516,"Trusts, Except Educational, Religious, and Charitable",,
353,FERG,20231212230004,$182.50,12/14/2023,1.64%,,1/05/2023,3.16,Miscellaneous,,
354,GBAB,20231212230005,$16.04,12/14/2023,9.45%,,12/01/2023,1.5088,Investment Managers,,
355,BCX,20231212230007,$8.70,12/14/2023,7.21%,,12/05/2023,0.6216,Finance/Investors Services,,
356,AL,20231212230009,$39.70,12/14/2023,2.04%,,11/06/2023,0.84,Diversified Commercial Services,,
357,BUI,20231212230059,$20.72,12/14/2023,7.04%,,12/05/2023,1.452,"Trusts, Except Educational, Religious, and Charitable",,
358,JRI,20231212230100,$11.31,12/14/2023,9.23%,,12/01/2023,1.2,Finance Companies,,
359,ISD,20231212230102,$12.12,12/14/2023,10.34%,,11/30/2023,1.26,"Trusts, Except Educational, Religious, and Charitable",,
360,JPI,20231212230103,$17.84,12/14/2023,6.58%,,12/01/2023,1.176,Finance Companies,,
361,BTT,20231212230105,$20.41,12/14/2023,2.73%,,11/14/2023,0.6491,Investment Managers,,
362,NXG,20231212230106,$34.02,12/14/2023,19.08%,,12/04/2023,6.48,N/A,,
363,GHY,20231212230108,$11.28,12/14/2023,11.13%,,11/30/2023,1.26,"Trusts, Except Educational, Religious, and Charitable",,
364,MCN,20231212230110,$7.39,12/14/2023,9.9%,,12/01/2023,0.72,N/A,,
365,BIT,20231212230111,$15.15,12/14/2023,9.84%,,12/05/2023,1.4844,"Trusts, Except Educational, Religious, and Charitable",,
366,KIO,20231212230113,$12.26,12/14/2023,11.87%,,10/16/2023,1.458,Investment Managers,,
367,AMH,20231212230115,$35.20,12/14/2023,2.48%,,10/30/2023,0.88,Real Estate Investment Trusts,,
368,LDOS,20231212230118,$108.31,12/14/2023,1.32%,,10/27/2023,1.52,EDP Services,,
369,IBP,20231212230121,$163.36,12/14/2023,0.81%,,11/08/2023,1.32,Homebuilding,,
370,TPVG,20231212230123,$10.73,12/14/2023,14.86%,,10/26/2023,1.6,Other Consumer Services,,
371,CRH,20231212230124,$65.34,12/14/2023,0.76%,,11/21/2023,2.16,Building Materials,,
372,TSLX,20231212230126,$21.09,12/14/2023,8.79%,,11/02/2023,1.84,Investment Managers,,
373,NEU,20231212230127,$550.97,12/14/2023,1.65%,,10/26/2023,9.0,Major Chemicals,,
374,GGZ,20231212230129,$10.94,12/14/2023,5.88%,,11/16/2023,0.64,Investment Managers,,
375,FNF,20231212230130,$47.15,12/14/2023,3.82%,,11/07/2023,1.92,Specialty Insurers,,
376,JMM,20231212230132,$5.73,12/14/2023,5.76%,,12/01/2023,0.33,"Trusts, Except Educational, Religious, and Charitable",,
377,BSIG,20231212230133,$18.58,12/14/2023,0.21%,,11/02/2023,0.04,Investment Managers,,
378,CCI,20231212230135,$114.52,12/14/2023,5.49%,,10/18/2023,6.26,Real Estate Investment Trusts,,
379,UE,20231212230137,$17.26,12/14/2023,3.7%,,11/02/2023,0.64,Real Estate,,
380,IRM,20231212230140,$65.90,12/14/2023,3.91%,,11/02/2023,2.6,Real Estate Investment Trusts,,
381,JGH,20231212230142,$11.58,12/14/2023,10.79%,,12/01/2023,1.242,Investment Managers,,
382,BST,20231212230143,$34.38,12/14/2023,8.7%,,12/05/2023,3.0,Finance Companies,,
383,NSA,20231212230144,$37.00,12/14/2023,6.12%,,11/08/2023,2.24,Real Estate Investment Trusts,,
384,NXRT,20231212230146,$32.02,12/14/2023,5.15%,,10/31/2023,1.8497,Real Estate Investment Trusts,,
385,DIAX,20231212230147,$13.99,12/14/2023,8.17%,,12/01/2023,1.1468,Finance Companies,,
386,FRO,20231212230149,$18.97,12/14/2023,17.24%,,11/29/2023,1.2,Marine Transportation,,
387,TPB,20231212230150,$24.25,12/14/2023,1.07%,,11/01/2023,0.26,Tobacco,,
388,CIVI,20231212230152,$69.10,12/14/2023,7.52%,,11/07/2023,2.0,Oil & Gas Production,,
389,XFLT,20231212230153,$7.05,12/14/2023,14.47%,,12/01/2023,0.972,Investment Managers,,
390,STEL,20231212230154,$26.14,12/14/2023,2.01%,,11/15/2023,0.52,Major Banks,,
391,IHTA,20231212230156,$6.80,12/14/2023,5.83%,,12/01/2023,0.396,Finance/Investors Services,,
392,ECCX,20231212230157,$24.2194,12/14/2023,6.85%,,N/A,1.6719,"Trusts, Except Educational, Religious, and Charitable",,
393,ARES,20231212230159,$110.72,12/14/2023,2.75%,,10/31/2023,3.08,Investment Managers,,
394,AFGB,20231212230200,$22.96,12/14/2023,6.43%,,N/A,1.4688,Property-Casualty Insurers,,
395,AQNB,20231212230202,$24.8316,12/14/2023,6.29%,,N/A,1.55,Electric Utilities: Central,,
396,FINS,20231212230204,$11.91,12/14/2023,10.98%,,12/23/2022,1.308,Finance/Investors Services,,
397,BSTZ,20231212230205,$16.80,12/14/2023,7.34%,,12/05/2023,1.2305,"Trusts, Except Educational, Religious, and Charitable",,
398,NMCO,20231212230207,$10.02,12/14/2023,5.47%,,12/01/2023,0.594,Finance/Investors Services,,
399,CUBB,20231212230209,$19.60,12/14/2023,6.8%,,N/A,1.3438,Major Banks,,
400,BMEZ,20231212230211,$14.21,12/14/2023,7.8%,,12/05/2023,1.0992,"Trusts, Except Educational, Religious, and Charitable",,
401,EDR,20231212230212,$22.78,12/14/2023,1.04%,,12/01/2023,0.24,Services-Misc. Amusement & Recreation,,
402,NREF,20231212230214,$16.06,12/14/2023,4.67%,,10/31/2023,2.0,Real Estate Investment Trusts,,
403,SBBA,20231212230216,$25.20,12/14/2023,6.94%,,N/A,1.75,Marine Transportation,,
404,NDMO,20231212230217,$9.77,12/14/2023,7.58%,,12/01/2023,0.744,"Trusts, Except Educational, Religious, and Charitable",,
405,BCAT,20231212230219,$14.99,12/14/2023,10.21%,,12/05/2023,1.53,Finance/Investors Services,,
406,SDHY,20231212230220,$14.84,12/14/2023,8.74%,,11/30/2023,1.296,Finance/Investors Services,,
407,TFSA,20231212230221,$23.50,12/14/2023,7.45%,,N/A,1.75,N/A,,
408,BIGZ,20231212230312,$7.36,12/14/2023,7.37%,,12/05/2023,0.5384,N/A,,
409,NPCT,20231212230313,$9.95,12/14/2023,9.99%,,12/01/2023,0.996,Investment Managers,,
410,ECCW,20231212230315,$23.91,12/14/2023,7.08%,,N/A,1.6875,"Trusts, Except Educational, Religious, and Charitable",,
411,HTFB,20231212230316,$23.78,12/14/2023,5.13%,,N/A,1.2188,Finance: Consumer Services,,
412,KKRS,20231212230318,$18.02,12/14/2023,6.38%,,N/A,1.1562,N/A,,
413,NBXG,20231212230319,$10.74,12/14/2023,11.13%,,11/30/2023,1.2,"Trusts, Except Educational, Religious, and Charitable",,
414,BIPH,20231212230321,$15.98,12/14/2023,7.66%,,N/A,1.25,N/A,,
415,TPTA,20231212230322,$18.63,12/14/2023,8.05%,,N/A,1.5,Real Estate Investment Trusts,,
416,ECAT,20231212230324,$15.95,12/14/2023,9.39%,,12/05/2023,1.5,"Trusts, Except Educational, Religious, and Charitable",,
417,NMAI,20231212230325,$12.40,12/14/2023,9.64%,,12/01/2023,1.6,Investment Managers,,
418,GUG,20231212230327,$13.96,12/14/2023,10.21%,,12/01/2023,1.425,"Trusts, Except Educational, Religious, and Charitable",,
419,NPFD,20231212230328,$16.00,12/14/2023,6.48%,,12/01/2023,1.122,"Trusts, Except Educational, Religious, and Charitable",,
420,BWNB,20231212230329,$17.8197,12/14/2023,9.09%,,N/A,1.625,Building Products,,
421,ECCV,20231212230331,$22.20,12/14/2023,6.05%,,N/A,1.3587,"Trusts, Except Educational, Religious, and Charitable",,
422,BIPI,20231212230332,$16.32,12/14/2023,7.71%,,N/A,1.2812,N/A,,
423,HTFC,20231212230334,$24.37,12/14/2023,6.41%,,N/A,1.5625,Finance: Consumer Services,,
424,CRBG,20231212230335,$20.51,12/14/2023,N/A,,11/02/2023,0.92,Life Insurance,,
425,BMN,20231212230336,$23.40,12/14/2023,4.77%,,10/02/2023,1.125,"Trusts, Except Educational, Religious, and Charitable",,
426,BMN,20231212230338,$23.40,12/14/2023,4.77%,,11/14/2023,1.125,"Trusts, Except Educational, Religious, and Charitable",,
427,FG,20231212230339,$45.63,12/14/2023,1.7%,,11/07/2023,0.84,Life Insurance,,
428,VTS,20231212230341,$22.99,12/14/2023,8.91%,,11/01/2023,2.0,Oil & Gas Production,,
429,VSTS,20231212230342,$18.80,12/14/2023,N/A,,11/29/2023,0.14,N/A,,
430,PMTU,20231212230343,$25.01,12/14/2023,N/A,,N/A,2.3375,N/A,,
431,AWRY,20231212230345,$84.50,12/14/2023,7.1%,,10/31/2023,6.0,N/A,,
432,AMBKP,20231212230346,$12.00,12/14/2023,4.25%,,11/21/2023,0.51,N/A,,
433,DMRRP,20231212230348,$27.00,12/14/2023,14.81%,,10/31/2023,4.0,N/A,,
434,FBIP,20231212230349,$63.50,12/14/2023,6.24%,,12/05/2023,3.96,N/A,,
435,FBIP,20231212230350,$63.50,12/14/2023,6.24%,,12/05/2023,3.96,N/A,,
436,LTSA,20231212230352,$14.00,12/14/2023,14.29%,,10/02/2023,2.0,N/A,,
437,KTHN,20231212230353,$21.55,12/14/2023,2.82%,,11/15/2023,0.608,N/A,,
438,MNAT,20231212230355,$29.99,12/14/2023,3.73%,,10/23/2023,1.12,N/A,,
439,MHGU,20231212230356,$19.20,12/14/2023,N/A,,11/07/2023,0.0,N/A,,
440,SVBT,20231212230358,$36.80,12/14/2023,1.96%,,1/17/2023,0.72,N/A,,
441,MHGUP,20231212230359,$35.95,12/14/2023,2.23%,,2/28/2023,0.8,N/A,,
442,CNBN,20231212230400,$16.50,12/14/2023,3.15%,,11/21/2023,0.56,N/A,,
443,CWBK,20231212230402,$29.00,12/14/2023,3.15%,,11/29/2023,0.92,N/A,,
444,OAKC,20231212230403,$30.00,12/14/2023,1.5%,,12/05/2023,0.45,N/A,,
445,ASBFY,20231212230405,$30.72,12/14/2023,0.92%,,N/A,1.0231,N/A,,
446,FFWC,20231212230406,$32.51,12/14/2023,3.57%,,11/28/2023,1.16,N/A,,
447,GTPS,20231212230408,$34.70,12/14/2023,2.31%,,11/13/2023,0.8,N/A,,
448,DNIF,20231212230409,$11.49,12/14/2023,8.73%,,11/29/2023,1.0,N/A,,
449,FXBY,20231212230411,$12.4125,12/14/2023,N/A,,12/01/2023,0.0,N/A,,
450,QNBC,20231212230412,$25.50,12/14/2023,5.8%,,11/28/2023,1.48,N/A,,
451,HMLN,20231212230413,$175.00,12/14/2023,6.86%,,11/15/2023,12.0,N/A,,
452,AMBK,20231212230415,$17.30,12/14/2023,3.24%,,11/21/2023,0.56,N/A,,
453,PNBI,20231212230416,$21.00,12/14/2023,4.76%,,11/16/2023,1.0,N/A,,
454,MLGF,20231212230418,$24.50,12/14/2023,4.03%,,11/10/2023,1.0,N/A,,
455,TDCB,20231212230419,$6.34,12/14/2023,6.31%,,11/16/2023,0.2,N/A,,
456,BPOPO,20231212230421,$23.90,12/14/2023,6.67%,,12/04/2023,1.5937,N/A,,
457,JTNB,20231212230422,$9.50,12/14/2023,2.53%,,11/22/2023,0.8,N/A,,
458,VNORP,20231212230424,$42.00,12/14/2023,7.74%,,10/26/2023,3.25,N/A,,
459,BYLB,20231212230514,$80.00,12/14/2023,3.6%,,11/28/2023,2.88,N/A,,
460,BURBY,20231212230516,$18.73,12/14/2023,5.6%,,N/A,0.4342,N/A,,
461,HLFDY,20231212230518,$4.50,12/14/2023,6.96%,,N/A,0.1341,N/A,,
462,CEFC,20231212230519,$8.25,12/14/2023,6.79%,,11/22/2023,0.56,N/A,,
463,MITFY,20231212230521,$5.00,12/14/2023,3.65%,,N/A,0.0889,N/A,,
464,TXWHY,20231212230522,$1.85,12/14/2023,N/A,,N/A,0.0512,N/A,,
465,ATHLL,20231212230524,$25.16,12/14/2023,7.7%,,11/30/2023,1.9375,N/A,,
466,ATHLV,20231212230526,$25.30,12/14/2023,7.66%,,11/30/2023,1.9375,N/A,,
467,CKNQP,20231212230527,$96.65,12/14/2023,6.36%,,12/11/2023,6.2,N/A,,
468,C^J,20231212230529,$25.82,12/15/2023,6.85%,,10/19/2023,2.4241,N/A,,
469,DTM,20231212230532,$54.78,12/15/2023,5.09%,,11/01/2023,2.76,Oil & Gas Production,,
470,GLAD,20231212230534,$10.33,12/15/2023,9.58%,,10/10/2023,0.99,Textiles,,
471,GOODO,20231212230535,$18.31,12/15/2023,8.19%,,10/10/2023,1.5,Real Estate Investment Trusts,,
472,GOODN,20231212230538,$20.16,12/15/2023,8.22%,,10/10/2023,1.656252,Real Estate,,
473,GOOD,20231212230539,$13.25,12/15/2023,9.06%,,10/10/2023,1.2,Real Estate,,
474,GAIN,20231212230541,$14.00,12/15/2023,6.86%,,10/10/2023,0.96,Finance/Investors Services,,
475,LANDM,20231212230542,$23.575,12/15/2023,5.3%,,10/10/2023,1.250004,Real Estate Investment Trusts,,
476,LANDO,20231212230544,$19.41,12/15/2023,7.73%,,10/10/2023,1.5,Real Estate Investment Trusts,,
477,LANDP,20231212230546,$18.90,12/15/2023,7.94%,,10/10/2023,1.5,Real Estate Investment Trusts,,
478,LAND,20231212230547,$14.02,12/15/2023,3.97%,,10/10/2023,0.5568,Real Estate Investment Trusts,,
479,HBAN,20231212230549,$11.95,12/15/2023,5.19%,,10/18/2023,0.62,Major Banks,,
480,LAMR,20231212230550,$104.70,12/15/2023,4.78%,,11/29/2023,5.0,Real Estate Investment Trusts,,
481,SQFT,20231212230551,$1.37,12/15/2023,6.72%,,12/05/2023,0.092,Real Estate Investment Trusts,,
482,RAND,20231212230553,$14.1999,12/15/2023,7.04%,,12/05/2023,1.0,Finance: Consumer Services,,
483,SCM,20231212230555,$12.62,12/15/2023,12.64%,,10/05/2023,1.5996,Finance/Investors Services,,
484,SYBT,20231212230557,$48.68,12/15/2023,2.47%,,11/21/2023,1.2,Major Banks,,
485,GDL^C,20231212230558,$49.15,12/15/2023,4.04%,,10/05/2023,2.0,N/A,,
486,CIK,20231212230600,$2.99,12/15/2023,9.08%,,3/08/2023,0.27,Finance/Investors Services,,
487,DHY,20231212230601,$1.93,12/15/2023,9.69%,,3/08/2023,0.186,Finance/Investors Services,,
488,FTF,20231212230603,$6.20,12/15/2023,11.11%,,12/07/2023,0.6984,Finance/Investors Services,,
489,FISK,20231212230605,$9.40,12/15/2023,1.49%,,12/08/2023,0.14,N/A,,
490,ESBA,20231212230606,$9.10,12/15/2023,1.54%,,12/08/2023,0.14,N/A,,
491,OGCP,20231212230608,$9.15,12/15/2023,1.51%,,12/08/2023,0.14,N/A,,
492,HES,20231212230610,$136.20,12/15/2023,1.3%,,12/06/2023,1.75,Integrated oil Companies,,
493,DTE,20231212230611,$110.09,12/15/2023,3.47%,,12/08/2023,4.08,Electric Utilities: Central,,
494,ES,20231212230612,$60.79,12/15/2023,4.48%,,12/05/2023,2.7,Electric Utilities: Central,,
495,SOR,20231212230614,$40.50,12/15/2023,6.2%,,12/07/2023,2.4996,Investment Managers,,
496,SOR,20231212230615,$40.50,12/15/2023,6.2%,,12/07/2023,2.4996,Investment Managers,,
497,WRB,20231212230617,$72.66,12/15/2023,N/A,,12/08/2023,0.44,Property-Casualty Insurers,,
498,WRB,20231212230618,$72.66,12/15/2023,N/A,,12/08/2023,0.44,Property-Casualty Insurers,,
499,WKC,20231212230620,$20.37,12/15/2023,2.76%,,12/07/2023,0.56,Oil Refining/Marketing,,
500,EMF,20231212230621,$11.72,12/15/2023,9.64%,,12/07/2023,0.727,Finance/Investors Services,,
501,CATO,20231212230623,$6.68,12/15/2023,10.19%,,11/17/2023,0.68,Clothing/Shoe/Accessory Stores,,
502,CNMD,20231212230625,$108.42,12/15/2023,0.74%,,12/04/2023,0.8,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,
503,GIM,20231212230627,$3.91,12/15/2023,8.57%,,12/07/2023,0.3456,Finance Companies,,
504,GIM,20231212230629,$3.91,12/15/2023,8.57%,,12/07/2023,0.3456,Finance Companies,,
505,FT,20231212230631,$6.605,12/15/2023,7.68%,,12/07/2023,0.51,"Trusts, Except Educational, Religious, and Charitable",,
506,KTF,20231212230635,$8.66,12/15/2023,3.46%,,12/07/2023,0.318,Finance Companies,,
507,KSM,20231212230637,$8.44,12/15/2023,3.67%,,12/07/2023,0.312,"Trusts, Except Educational, Religious, and Charitable",,
508,RNST,20231212230639,$31.25,12/15/2023,2.85%,,11/09/2023,0.88,Major Banks,,
509,TEI,20231212230641,$5.07,12/15/2023,10.43%,,12/07/2023,0.5544,Finance Companies,,
510,EMN,20231212230736,$85.52,12/15/2023,3.73%,,12/06/2023,3.24,Major Chemicals,,
511,GEF,20231212230737,$63.63,12/15/2023,3.31%,,12/05/2023,2.08,N/A,,
512,GEF.B,20231212230739,N/A,12/15/2023,N/A,,12/05/2023,3.08,N/A,,
513,PLD,20231212230741,$122.00,12/15/2023,2.85%,,12/07/2023,3.48,Real Estate Investment Trusts,,
514,PKG,20231212230743,$165.20,12/15/2023,3.09%,,12/07/2023,5.0,Containers/Packaging,,
515,PNNT,20231212230745,$6.52,12/15/2023,12.84%,,12/04/2023,0.84,Finance: Consumer Services,,
