,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
264,TCBIO,20231119210518,$17.655,11/30/2023,8.14%,,10/24/2023,1.4375,Major Banks,,
265,TPL,20231119210520,"$1,612.58",11/30/2023,0.79%,,10/31/2023,13.0,Oil & Gas Production,,
266,KHC,20231119210522,$33.81,11/30/2023,4.73%,,11/01/2023,1.6,Packaged Foods,,
267,TW,20231119210523,$92.30,11/30/2023,0.39%,,10/26/2023,0.36,Investment Bankers/Brokers/Service,,
268,TRMK,20231119210524,$22.27,11/30/2023,4.13%,,10/24/2023,0.92,Major Banks,,
269,TSN,20231119210526,$48.33,11/30/2023,3.94%,,8/10/2023,1.92,Meat/Poultry/Fish,,
270,UFPI,20231119210528,$109.86,11/30/2023,1.09%,,10/24/2023,1.2,Forest Products,,
271,VIRT,20231119210529,$17.49,11/30/2023,5.49%,,11/19/2023,0.96,Investment Bankers/Brokers/Service,,
272,WTS,20231119210531,$192.88,11/30/2023,0.74%,,10/30/2023,1.44,Metal Fabrications,,
273,WBS^F,20231119210533,$18.0978,11/30/2023,7.36%,,10/24/2023,1.3125,N/A,,
274,WEN,20231119210534,$18.86,11/30/2023,5.3%,,11/02/2023,1.0,Restaurants,,
275,WHG,20231119210536,$10.91,11/30/2023,5.5%,,10/31/2023,0.6,Investment Managers,,
276,ZIONL,20231119210538,$25.4975,11/30/2023,6.81%,,10/27/2023,1.7375,Major Banks,,
277,ZIONO,20231119210539,$25.385,11/30/2023,9.86%,,10/27/2023,2.5024,Major Banks,,
278,ZIONP,20231119210541,$19.3921,11/30/2023,8%,,10/27/2023,1.551732,Major Banks,,
279,AE,20231119210543,$28.81,11/30/2023,3.3%,,11/08/2023,0.96,Oil Refining/Marketing,,
280,CIX,20231119210544,$21.08,11/30/2023,4.69%,,11/01/2023,1.0,Industrial Machinery/Components,,
281,FF,20231119210546,$6.05,11/30/2023,3.88%,,1/04/2023,0.24,Major Chemicals,,
282,AEM,20231119210548,$48.71,11/30/2023,3.31%,,10/25/2023,1.6,Precious Metals,,
283,TAP,20231119210549,$58.99,11/30/2023,2.76%,,11/09/2023,1.64,Beverages (Production/Distribution),,
284,TAP.A,20231119210551,N/A,11/30/2023,2.28%,,11/09/2023,1.64,N/A,,
285,BAX,20231119210553,$35.45,11/30/2023,3.27%,,11/14/2023,1.16,Medical/Dental Instruments,,
286,KO,20231119210554,$57.15,11/30/2023,3.21%,,10/19/2023,1.84,Beverages (Production/Distribution),,
287,GPC,20231119210556,$137.47,11/30/2023,2.77%,,11/14/2023,3.8,Automotive Aftermarket,,
288,IPG,20231119210558,$29.83,11/30/2023,4.09%,,10/30/2023,1.24,Advertising,,
289,VHI,20231119210600,$12.84,11/30/2023,2.46%,,11/02/2023,0.32,Major Chemicals,,
290,SWK,20231119210601,$90.10,11/30/2023,3.53%,,10/24/2023,3.24,Industrial Machinery/Components,,
291,D,20231119210603,$46.87,11/30/2023,5.71%,,11/02/2023,2.67,Electric Utilities: Central,,
292,WY,20231119210605,$31.74,11/30/2023,2.38%,,11/09/2023,0.76,Real Estate Investment Trusts,,
293,BF.A,20231119210606,N/A,11/30/2023,1.22%,,11/16/2023,0.8712,N/A,,
294,BF.B,20231119210608,N/A,11/30/2023,1.24%,,11/16/2023,0.8712,N/A,,
295,BALL,20231119210610,$51.87,11/30/2023,1.53%,,10/25/2023,0.8,Containers/Packaging,,
296,TSN,20231119210611,$48.33,11/30/2023,3.94%,,8/10/2023,1.96,Meat/Poultry/Fish,,
297,MTB,20231119210613,$123.47,11/30/2023,4.1%,,11/14/2023,5.2,Major Banks,,
298,BAC,20231119210614,$29.54,11/30/2023,3.2%,,10/18/2023,0.96,Major Banks,,
299,ASB,20231119210616,$17.92,11/30/2023,4.62%,,10/24/2023,0.88,Major Banks,,
300,UHS,20231119210617,$134.45,11/30/2023,0.59%,,11/15/2023,0.8,Hospital/Nursing Management,,
301,SF,20231119210619,$61.09,11/30/2023,2.34%,,11/15/2023,1.44,Investment Bankers/Brokers/Service,,
302,AJG,20231119210621,$245.51,11/30/2023,0.9%,,10/25/2023,2.2,Specialty Insurers,,
303,LCII,20231119210623,$113.40,11/30/2023,3.68%,,11/16/2023,4.2,Auto Parts:O.E.M.,,
304,WTS,20231119210624,$192.88,11/30/2023,0.74%,,10/30/2023,1.44,Metal Fabrications,,
305,PII,20231119210626,$90.66,11/30/2023,2.82%,,10/26/2023,2.6,Industrial Specialties,,
306,WM,20231119210717,$171.44,11/30/2023,1.64%,,11/06/2023,2.8,Environmental Services,,
307,NL,20231119210718,$5.08,11/30/2023,5.36%,,10/26/2023,0.28,Major Chemicals,,
308,MAN,20231119210720,$74.79,11/30/2023,3.9%,,11/10/2023,2.94,Professional Services,,
309,BWA,20231119210722,$33.82,11/30/2023,1.28%,,11/08/2023,0.44,Auto Parts:O.E.M.,,
310,MLM,20231119210723,$460.01,11/30/2023,0.64%,,11/10/2023,2.96,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,
311,O,20231119210725,$53.09,11/30/2023,5.81%,,11/08/2023,3.072,Real Estate Investment Trusts,,
312,MCK,20231119210726,$450.78,11/30/2023,0.55%,,10/26/2023,2.48,Other Pharmaceuticals,,
313,LMT,20231119210728,$445.59,11/30/2023,2.7%,,10/06/2023,12.6,Aerospace,,
314,HIG,20231119210730,$76.35,11/30/2023,2.22%,,10/26/2023,1.88,Property-Casualty Insurers,,
315,SLGN,20231119210731,$42.05,11/30/2023,1.71%,,10/31/2023,0.72,Containers/Packaging,,
316,ORAN,20231119210733,$11.90,11/30/2023,7.3%,,11/07/2023,0.641,Telecommunications Equipment,,
317,GPI,20231119210735,$276.56,11/30/2023,0.64%,,11/15/2023,1.8,Retail-Auto Dealers and Gas Stations,,
318,SEE,20231119210736,$33.15,11/30/2023,2.4%,,10/20/2023,0.8,Major Chemicals,,
319,FLO,20231119210738,$20.84,11/30/2023,4.4%,,11/16/2023,0.92,Packaged Foods,,
320,WHG,20231119210740,$10.91,11/30/2023,5.5%,,10/31/2023,0.6,Investment Managers,,
321,NNI,20231119210741,$86.18,11/30/2023,1.2%,,11/07/2023,1.12,Finance: Consumer Services,,
322,OUT,20231119210743,$12.29,11/30/2023,9.55%,,11/02/2023,1.2,Real Estate Investment Trusts,,
323,TGH,20231119210744,$49.43,11/30/2023,2.43%,,11/02/2023,1.2,Diversified Commercial Services,,
324,MLI,20231119210746,$41.04,11/30/2023,2.9%,,11/03/2023,0.6,Metal Fabrications,,
325,KRO,20231119210748,$8.57,11/30/2023,8.75%,,10/25/2023,0.76,Major Chemicals,,
326,GM,20231119210749,$27.48,11/30/2023,1.28%,,10/23/2023,0.36,Auto Manufacturing,,
327,HY,20231119210751,$46.78,11/30/2023,2.76%,,11/14/2023,1.3,Construction/Ag Equipment/Trucks,,
328,ARGD,20231119210753,$22.22,11/30/2023,7.27%,,N/A,1.625,Specialty Insurers,,
329,BERY,20231119210754,$63.58,11/30/2023,1.57%,,11/16/2023,1.1,Plastic Products,,
330,BCC,20231119210756,$110.71,11/30/2023,0.71%,,10/26/2023,0.8,RETAIL: Building Materials,,
331,BCC,20231119210757,$110.71,11/30/2023,0.71%,,10/26/2023,0.8,RETAIL: Building Materials,,
332,ESNT,20231119210759,$47.73,11/30/2023,2.07%,,11/02/2023,1.0,Property-Casualty Insurers,,
333,PRGO,20231119210800,$29.21,11/30/2023,3.63%,,11/02/2023,1.092,Biotechnology: Pharmaceutical Preparations,,
334,ESI,20231119210802,$20.36,11/30/2023,1.56%,,11/16/2023,0.32,Major Chemicals,,
335,WMS,20231119210805,$118.76,11/30/2023,0.47%,,11/02/2023,0.56,Containers/Packaging,,
336,CWEN,20231119210806,$22.63,11/30/2023,6.87%,,11/01/2023,1.5856,Electric Utilities: Central,,
337,CWEN.A,20231119210808,N/A,11/30/2023,6.54%,,11/01/2023,1.5856,N/A,,
338,HLI,20231119210810,$104.43,11/30/2023,2.11%,,10/26/2023,2.2,Investment Managers,,
339,AC,20231119210811,$33.10,11/30/2023,0.6%,,11/08/2023,0.2,Investment Bankers/Brokers/Service,,
340,AGR,20231119210813,$31.67,11/30/2023,5.7%,,10/18/2023,1.76,Electric Utilities: Central,,
341,ITT,20231119210815,$107.83,11/30/2023,1.07%,,10/31/2023,1.16,Fluid Controls,,
342,CRK,20231119210816,$10.75,11/30/2023,4.59%,,10/30/2023,0.5,Oil & Gas Production,,
343,AMR,20231119210818,$243.73,11/30/2023,0.77%,,10/31/2023,2.0,Coal Mining,,
344,ASH,20231119210819,$76.45,11/30/2023,2%,,11/13/2023,1.54,Specialty Chemicals,,
345,GOLF,20231119210821,$56.24,11/30/2023,1.38%,,11/02/2023,0.78,Recreational Games/Products/Toys,,
346,SOI,20231119210823,$8.56,11/30/2023,5.05%,,10/26/2023,39.5482,Metal Fabrications,,
347,HBB,20231119210825,$13.83,11/30/2023,3.18%,,11/09/2023,0.44,Home Furnishings,,
348,CTVA,20231119210827,$46.97,11/30/2023,1.35%,,11/02/2023,0.64,Farming/Seeds/Milling,,
349,NTST,20231119210828,$15.83,11/30/2023,5.18%,,10/25/2023,0.82,Real Estate Investment Trusts,,
350,CRC,20231119210830,$51.28,11/30/2023,2.16%,,11/01/2023,1.24,Oil & Gas Production,,
351,GRNT,20231119210832,$6.14,11/30/2023,7.07%,,11/17/2023,0.44,Blank Checks,,
352,TPL,20231119210833,"$1,612.58",11/30/2023,0.79%,,10/31/2023,13.0,Oil & Gas Production,,
353,RLX,20231119210835,$2.03,11/30/2023,N/A,,11/13/2023,0.01, Medicinal Chemicals and Botanical Products ,,
354,BRDG,20231119210837,$7.40,11/30/2023,9.18%,,11/07/2023,0.68,Investment Managers,,
355,CION,20231119210838,$11.00,11/30/2023,12.98%,,11/09/2023,1.36,Finance/Investors Services,,
356,PHIN,20231119210840,$25.66,11/30/2023,3.86%,,11/15/2023,1.0,N/A,,
357,K,20231119210930,$52.20,11/30/2023,N/A,,10/27/2023,2.24,Packaged Foods,,
358,KLG,20231119210932,$11.01,11/30/2023,N/A,,11/02/2023,0.64,Packaged Foods,,
359,CTGSP,20231119210934,$1.80,11/30/2023,13.89%,,10/27/2023,0.25,N/A,,
360,AFSIA,20231119210935,$12.50,11/30/2023,13.69%,,11/06/2023,1.6875,N/A,,
361,AFSIB,20231119210937,$12.38,11/30/2023,14.38%,,11/06/2023,1.8125,N/A,,
362,AFSIC,20231119210939,$12.65,11/30/2023,15.07%,,11/06/2023,1.9062,N/A,,
363,AFSIP,20231119210940,$12.65,11/30/2023,14.82%,,11/06/2023,1.875,N/A,,
364,AFSIM,20231119210942,$13.10,11/30/2023,14.78%,,11/06/2023,1.9375,N/A,,
365,AFSIN,20231119210944,$12.55,11/30/2023,13.84%,,11/06/2023,1.7375,N/A,,
366,FBAK,20231119210945,$196.00,11/30/2023,6.53%,,10/26/2023,12.8,N/A,,
367,FBAK,20231119210947,$196.00,11/30/2023,6.53%,,10/26/2023,12.8,N/A,,
368,TBTC,20231119210948,$3.80,11/30/2023,N/A,,11/03/2023,0.05,N/A,,
369,CPKF,20231119210950,$16.75,11/30/2023,3.58%,,10/27/2023,0.62,N/A,,
370,BFCC,20231119210952,$26.95,11/30/2023,3.15%,,11/15/2023,0.9,N/A,,
371,PAFRY,20231119210953,$3.83,11/30/2023,N/A,,N/A,0.2821,N/A,,
372,AMFC,20231119210955,$18.06,11/30/2023,1.33%,,10/18/2023,0.24,N/A,,
373,FREVS,20231119210957,$16.72,11/30/2023,N/A,,10/05/2023,0.2,N/A,,
374,SBNC,20231119210958,"$4,925.00",11/30/2023,0.5%,,10/17/2023,25.0,N/A,,
375,SBNCM,20231119211000,$12.75,11/30/2023,7.25%,,10/17/2023,0.92,N/A,,
376,SBNCN,20231119211002,$13.25,11/30/2023,6.94%,,10/17/2023,0.92,N/A,,
377,CUPUF,20231119211003,$11.55,11/30/2023,6.23%,,11/07/2023,0.72,N/A,,
378,FOTB,20231119211005,$94.99,11/30/2023,1.66%,,11/08/2023,1.5,N/A,,
379,MCHT,20231119211007,$8.51,11/30/2023,4%,,9/27/2023,0.34,N/A,,
380,PPLL,20231119211008,$66.40,11/30/2023,3.73%,,10/26/2023,2.48,N/A,,
381,TGOPY,20231119211010,$13.34,11/30/2023,2.37%,,N/A,0.2852,N/A,,
382,BLWYY,20231119211012,$24.95,11/30/2023,4.09%,,N/A,2.2098,N/A,,
383,VDMCY,20231119211013,$5.78,11/30/2023,4.26%,,N/A,0.2201,N/A,,
384,GTLCL,20231119211015,$50.00,11/30/2023,6.75%,,10/04/2023,3.375,N/A,,
385,FTAIM,20231119211017,$25.20,11/30/2023,9.42%,,10/25/2023,2.375,Misc Corporate Leasing Services,,
386,BWEL,20231119211018,$613.00,11/30/2023,3.33%,,10/11/2023,20.0,N/A,,
387,OJOC,20231119211020,$330.00,11/30/2023,1.21%,,11/03/2023,3.3,N/A,,
388,FEI           ,20231119211022,$330.00,12/01/2023,1.21%,,10/23/2023,0.6,N/A,,
389,FPL,20231119211023,$6.81,12/01/2023,6.48%,,10/23/2023,0.45,"Trusts, Except Educational, Religious, and Charitable",,
390,LANC,20231119211025,$166.13,12/01/2023,2.05%,,11/08/2023,3.4,Packaged Foods,,
391,LIN,20231119211027,$408.39,12/01/2023,1.25%,,10/23/2023,5.1,Major Chemicals,,
392,MYE,20231119211028,$17.48,12/01/2023,3.07%,,10/26/2023,0.54,Plastic Products,,
393,RRBI,20231119211030,$50.45,12/01/2023,0.63%,,10/26/2023,0.32,Hotels/Resorts,,
394,SLM,20231119211032,$14.40,12/01/2023,3.06%,,10/24/2023,0.44,Finance: Consumer Services,,
395,SLMBP,20231119211033,$69.00,12/01/2023,10.68%,,10/24/2023,7.368617,Finance: Consumer Services,,
396,ULH,20231119211035,$24.39,12/01/2023,1.72%,,10/26/2023,0.42,Trucking Freight/Courier Services,,
397,MYE,20231119211036,$17.48,12/01/2023,3.07%,,10/26/2023,0.54,Plastic Products,,
398,NKE,20231119211038,$107.61,12/01/2023,1.28%,,11/14/2023,1.48,Shoe Manufacturing,,
399,UNH,20231119211040,$539.82,12/01/2023,1.4%,,11/08/2023,7.52,Medical Specialities,,
400,MLR,20231119211041,$39.30,12/01/2023,1.79%,,11/08/2023,0.72,Construction/Ag Equipment/Trucks,,
401,NSP,20231119211043,$110.52,12/01/2023,2.03%,,11/16/2023,2.28,Professional Services,,
402,IGD,20231119211045,$4.82,12/01/2023,9.96%,,11/16/2023,0.48,"Trusts, Except Educational, Religious, and Charitable",,
403,FEI,20231119211046,$8.50,12/01/2023,7.01%,,10/23/2023,0.6,Finance/Investors Services,,
404,FPL,20231119211048,$6.81,12/01/2023,6.48%,,10/23/2023,0.45,"Trusts, Except Educational, Religious, and Charitable",,
405,CBFC,20231119211049,$30.00,12/01/2023,4%,,11/08/2023,1.2,N/A,,
406,NFPC,20231119211051,$19.00,12/01/2023,2.63%,,11/10/2023,0.2,N/A,,
407,FTFI,20231119211053,$17.15,12/01/2023,N/A,,10/19/2023,0.4,N/A,,
408,THLLY,20231119211143,$29.66,12/01/2023,3.25%,,N/A,0.3475,N/A,,
409,FLDAY,20231119211145,$9.12,12/01/2023,N/A,,N/A,0.214,N/A,,
410,AMKR,20231119211147,$26.00,12/04/2023,1.15%,,11/14/2023,0.3,Semiconductors,,
411,CASS,20231119211149,$41.19,12/04/2023,2.82%,,10/17/2023,1.16,Business Services,,
412,FNB,20231119211150,$11.79,12/04/2023,4.01%,,10/19/2023,0.48,Major Banks,,
413,GAIN,20231119211152,$14.67,12/04/2023,6.51%,,10/23/2023,0.96,Finance/Investors Services,,
414,HWC,20231119211153,$40.84,12/04/2023,2.94%,,11/19/2023,1.2,Major Banks,,
415,III,20231119211155,$4.35,12/04/2023,4.14%,,11/01/2023,0.18,Professional Services,,
416,BZ,20231119211157,$16.44,12/04/2023,N/A,,11/14/2023,0.0,"Computer Software: Programming, Data Processing",,
417,ROST,20231119211158,$120.15,12/04/2023,1.12%,,11/15/2023,1.34,Clothing/Shoe/Accessory Stores,,
418,SBLK,20231119211200,$18.88,12/04/2023,8.47%,,11/13/2023,1.6,Marine Transportation,,
419,HRB,20231119211201,$44.73,12/04/2023,2.81%,,11/02/2023,1.28,Other Consumer Services,,
420,GBCI,20231119211203,$33.58,12/04/2023,3.92%,,11/15/2023,1.32,Major Banks,,
421,BVH,20231119211205,$73.97,12/04/2023,1.09%,,11/17/2023,0.8,Real Estate,,
422,BBD,20231119211206,$3.20,12/04/2023,1.43%,,11/07/2023,0.0468,Major Banks,,
423,SRV,20231119211208,$35.96,12/04/2023,14.56%,,11/10/2023,5.4,Finance Companies,,
424,ICL,20231119211210,$5.04,12/04/2023,4.98%,,11/08/2023,0.2124,Agricultural Chemicals,,
425,BBDO,20231119211211,$2.74,12/04/2023,1.43%,,11/07/2023,0.0425,Major Banks,,
426,FNB,20231119211213,$11.79,12/04/2023,4.01%,,10/19/2023,0.48,Major Banks,,
427,BVHBB,20231119211215,$72.00,12/04/2023,1.11%,,11/17/2023,0.8,N/A,,
428,WMMVY,20231119211216,$39.45,12/04/2023,3.58%,,N/A,1.8711,N/A,,
429,CLPHY,20231119211218,$7.64,12/04/2023,3.81%,,N/A,0.2903,N/A,,
430,CSBB,20231119211220,$36.62,12/04/2023,3.8%,,11/02/2023,1.52,N/A,,
431,THVB,20231119211221,$58.50,12/04/2023,3.22%,,11/08/2023,2.1,N/A,,
432,CHDRY,20231119211223,$180.00,12/04/2023,2.07%,,N/A,3.0159,N/A,,
433,JYSKY,20231119211225,$14.878,12/04/2023,N/A,,N/A,0.142,N/A,,
434,AMBP,20231119211227,$3.59,12/05/2023,10.58%,,10/26/2023,0.4,Containers/Packaging,,
435,AVY,20231119211228,$189.17,12/05/2023,1.71%,,10/27/2023,3.24,Containers/Packaging,,
436,AVT,20231119211230,$47.83,12/05/2023,2.59%,,11/15/2023,1.24,Electronic Components,,
437,ELV,20231119211232,$463.61,12/05/2023,1.28%,,10/17/2023,5.92,Medical Specialities,,
438,LBRT,20231119211233,$18.99,12/05/2023,1.02%,,10/17/2023,0.28,Oilfield Services/Equipment,,
439,ODFL,20231119211235,$397.79,12/05/2023,0.4%,,10/19/2023,1.6,Trucking Freight/Courier Services,,
440,PJT,20231119211236,$84.57,12/05/2023,1.19%,,10/31/2023,1.0,Investment Managers,,
441,SLB,20231119211238,$52.11,12/05/2023,1.89%,,10/20/2023,1.0,Oilfield Services/Equipment,,
442,TXRH,20231119211240,$110.18,12/05/2023,2%,,11/09/2023,2.2,Restaurants,,
443,CI,20231119211241,$282.24,12/05/2023,1.74%,,10/25/2023,4.92,Medical Specialities,,
444,AVY,20231119211243,$189.17,12/05/2023,1.71%,,10/27/2023,3.24,Containers/Packaging,,
445,SRE,20231119211245,$72.19,12/05/2023,3.29%,,11/14/2023,2.38,Oil/Gas Transmission,,
446,CI,20231119211246,$282.24,12/05/2023,1.74%,,10/25/2023,4.92,Medical Specialities,,
447,FUN,20231119211248,$37.41,12/05/2023,3.13%,,11/02/2023,1.2,Services-Misc. Amusement & Recreation,,
448,KSS,20231119211249,$23.81,12/05/2023,7.82%,,11/08/2023,2.0,Department/Specialty Retail Stores,,
449,ELV,20231119211251,$463.61,12/05/2023,1.28%,,10/17/2023,5.92,Medical Specialities,,
450,BBDC,20231119211253,$8.85,12/05/2023,11.63%,,11/09/2023,1.04,Diversified Financial Services,,
451,LEA,20231119211254,$133.69,12/05/2023,2.3%,,11/14/2023,3.08,Auto Parts:O.E.M.,,
452,SLB,20231119211256,$52.11,12/05/2023,1.89%,,10/20/2023,1.0,Oilfield Services/Equipment,,
453,EPC,20231119211257,$35.34,12/05/2023,1.71%,,11/02/2023,0.6,Package Goods/Cosmetics,,
454,PJT,20231119211300,$84.57,12/05/2023,1.19%,,10/31/2023,1.0,Investment Managers,,
455,LBRT,20231119211301,$18.99,12/05/2023,1.02%,,10/17/2023,0.28,Oilfield Services/Equipment,,
456,AMBP,20231119211303,$3.59,12/05/2023,10.58%,,10/26/2023,0.4,Containers/Packaging,,
457,FMCB,20231119211304,$942.01,12/05/2023,1.76%,,11/15/2023,17.6,N/A,,
458,FMBN,20231119211306,$18.00,12/05/2023,5.56%,,11/15/2023,1.0,N/A,,
459,KCDMY,20231119211357,$9.81,12/05/2023,4.03%,,N/A,0.3971,N/A,,
460,SINGY,20231119211358,$9.22,12/05/2023,N/A,,N/A,0.6223,N/A,,
