companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Nuveen New York AMT-Free Quality Municipal Income Fund ,NRK,6/14/2024,7/01/2024,6/14/2024,0.069,0.828,6/03/2024
Nuveen Preferred & Income Opportunities Fund,JPC,6/14/2024,7/01/2024,6/14/2024,0.0665,0.798,6/03/2024
Advent Convertible and Income Fund,AVK,6/14/2024,6/28/2024,6/14/2024,0.1172,1.4064,6/03/2024
"Blackrock Corporate High Yield Fund, Inc. Common Stock",HYT,6/14/2024,6/28/2024,6/14/2024,0.0779,0.9348,6/03/2024
Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,JQC,6/14/2024,7/01/2024,6/14/2024,0.054,0.648,6/03/2024
Blackrock Limited Duration Income Trust,BLW,6/14/2024,6/28/2024,6/14/2024,0.1079,1.2948,6/03/2024
"BlackRock Municipal Income Fund, Inc. Common Stock",MUI,6/14/2024,7/01/2024,6/14/2024,0.055,0.66,6/03/2024
Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,FRA,6/14/2024,6/28/2024,6/14/2024,0.12384,1.4861,6/03/2024
"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",NMZ,6/14/2024,7/01/2024,6/14/2024,0.0655,0.786,6/03/2024
Nuveen Floating Rate Income Fund Common Stock,JFR,6/14/2024,7/01/2024,6/14/2024,0.085,1.02,6/03/2024
"Insteel Industries, Inc. Common Stock",IIIN,6/14/2024,6/28/2024,6/14/2024,0.03,0.12,5/21/2024
Domino's Pizza Inc Common Stock,DPZ,6/14/2024,6/28/2024,6/14/2024,1.51,6.04,4/25/2024
EnerSys Common Stock,ENS,6/14/2024,6/28/2024,6/14/2024,0.225,0.9,5/22/2024
Extra Space Storage Inc Common Stock,EXR,6/14/2024,6/28/2024,6/14/2024,1.62,6.48,5/24/2024
BlackRock Floating Rate Income Trust,BGT,6/14/2024,6/28/2024,6/14/2024,0.12028,1.4434,6/03/2024
"Digital Realty Trust, Inc. Common Stock",DLR,6/14/2024,6/28/2024,6/14/2024,1.22,4.88,5/08/2024
Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,BXMX,6/14/2024,7/01/2024,6/14/2024,0.2365,0.946,6/03/2024
BlackRock Energy and Resources Trust,BGR,6/14/2024,6/28/2024,6/14/2024,0.0657,0.7884,6/03/2024
Huntsman Corporation Common Stock,HUN,6/14/2024,6/28/2024,6/14/2024,0.25,1.0,5/09/2024
Blackrock Health Sciences Trust,BME,6/14/2024,6/28/2024,6/14/2024,0.213,2.556,6/03/2024
Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,BOE,6/14/2024,6/28/2024,6/14/2024,0.063,0.756,6/03/2024
Blackrock Enhanced Equity Dividend Trust,BDJ,6/14/2024,6/28/2024,6/14/2024,0.0562,0.6744,6/03/2024
"Blackrock Enhanced Government Fund, Inc. Common Stock",EGF,6/14/2024,6/28/2024,6/14/2024,0.041,0.492,6/03/2024
Nuveen S&P 500 Dynamic Overwrite Fund,SPXX,6/14/2024,7/01/2024,6/14/2024,0.294,1.176,6/03/2024
BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,BTA,6/14/2024,7/01/2024,6/14/2024,0.0435,0.522,6/03/2024
Travel   Leisure Co. Common  Stock,TNL,6/14/2024,6/28/2024,6/14/2024,0.5,2.0,5/15/2024
Western Union Company (The) Common Stock,WU,6/14/2024,6/28/2024,6/14/2024,0.235,0.94,5/17/2024
DBA Sempra 5.750% Junior Subordinated Notes due 2079,SREA,6/14/2024,7/01/2024,6/14/2024,0.3594,1.4376,N/A
"Broadridge Financial Solutions, Inc. Common Stock",BR,6/14/2024,7/05/2024,6/14/2024,0.8,3.2,5/16/2024
Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,JCE,6/14/2024,7/01/2024,6/14/2024,0.32,1.28,6/03/2024
PennantPark Investment Corporation Common Stock,PNNT,6/14/2024,7/01/2024,6/14/2024,0.08,0.96,5/08/2024
Blackrock Enhanced International Dividend Trust,BGY,6/14/2024,6/28/2024,6/14/2024,0.0338,0.4056,6/03/2024
"Synthetic Fixed-Income Securities, Inc. on behalf of STRATS (SM) Trust for Dominion Resources, Inc. Securities, Series 2005-6, Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates",GJP,6/14/2024,6/17/2024,6/14/2024,0.138586,1.663,N/A
"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006-2",GJS,6/14/2024,6/17/2024,6/14/2024,0.131146,1.3188,N/A
"Synthetic Fixed-Income Securities, Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores, Inc. Securities, Series 2004-5",GJO,6/14/2024,6/17/2024,6/14/2024,0.12675,1.521,N/A
"Synthetic Fixed-Income Securities, Inc. STRATS Trust for Procter&Gamble Securities, Series 2006-1",GJR,6/14/2024,6/17/2024,6/14/2024,0.12905699,1.5487,N/A
Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,GOF,6/14/2024,6/28/2024,6/14/2024,0.1821,2.1852,6/03/2024
BlackRock Credit Allocation Income Trust,BTZ,6/14/2024,6/28/2024,6/14/2024,0.0839,1.0068,6/03/2024
"Blackrock Capital and Income Fund, Inc.",CII,6/14/2024,6/28/2024,6/14/2024,0.0995,1.194,6/03/2024
Fidelis Insurance Holdings Limited Common Shares,FIHL,6/14/2024,6/28/2024,6/14/2024,0.1,0.4,5/08/2024
Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,GJH,6/14/2024,6/17/2024,6/14/2024,0.31875,0.6375,N/A
"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",RMM,6/14/2024,6/28/2024,6/14/2024,0.0916,1.0992,4/01/2024
Hillenbrand Inc Common Stock,HI,6/14/2024,6/28/2024,6/14/2024,0.2225,0.89,5/08/2024
Quanex Building Products Corporation Common Stock,NX,6/14/2024,6/28/2024,6/14/2024,0.08,0.32,5/23/2024
"BNY Mellon Strategic Municipals, Inc. Common Stock",LEO,6/14/2024,6/28/2024,6/14/2024,0.019,0.228,5/30/2024
Nuveen AMT-Free Municipal Value Fund,NUW,6/14/2024,7/01/2024,6/14/2024,0.0425,0.51,6/03/2024
BlackRock California Municipal Income Trust,BFZ,6/14/2024,7/01/2024,6/14/2024,0.059,0.708,5/20/2024
Nuveen Mortgage and Income Fund,JLS,6/14/2024,7/01/2024,6/14/2024,0.1535,1.842,6/03/2024
Scorpio Tankers Inc. Common Shares,STNG,6/14/2024,6/28/2024,6/14/2024,0.4,1.6,5/08/2024
Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NBB,6/14/2024,7/01/2024,6/14/2024,0.0965,1.158,6/03/2024
"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",DSM,6/14/2024,6/28/2024,6/14/2024,0.018,0.216,5/30/2024
BlackRock Income Trust Inc. (The),BKT,6/14/2024,6/28/2024,6/14/2024,0.0882,1.0584,6/03/2024
BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,BBN,6/14/2024,6/28/2024,6/14/2024,0.0929,1.1148,6/03/2024
BlackRock Investment Quality Municipal Trust Inc. (The),BKN,6/14/2024,7/01/2024,6/14/2024,0.057,0.684,6/03/2024
BlackRock New York Municipal Income Trust,BNY,6/14/2024,7/01/2024,6/14/2024,0.043,0.516,6/03/2024
Ferguson plc Ordinary Shares,FERG,6/14/2024,7/31/2024,6/14/2024,0.79,3.16,6/04/2024
Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,GBAB,6/14/2024,6/28/2024,6/14/2024,0.12573,1.5088,6/03/2024
"HCA Healthcare, Inc. Common Stock",HCA,6/14/2024,6/28/2024,6/14/2024,0.66,2.64,4/26/2024
BlackRock Resources Common Shares of Beneficial Interest,BCX,6/14/2024,6/28/2024,6/14/2024,0.0518,0.6216,6/03/2024
PennantPark Floating Rate Capital Ltd. Common Stock,PFLT,6/14/2024,7/01/2024,6/14/2024,0.1025,1.23,6/04/2024
"BlackRock Utility, Infrastructure & Power Opportunities Trust",BUI,6/14/2024,6/28/2024,6/14/2024,0.121,1.452,6/03/2024
Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,JRI,6/14/2024,7/01/2024,6/14/2024,0.1335,1.602,6/03/2024
"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",ALEX,6/14/2024,7/08/2024,6/14/2024,0.2225,0.89,4/24/2024
MainStay MacKay DefinedTerm Municipal Opportunities Fund,MMD,6/14/2024,6/28/2024,6/14/2024,0.06,0.72,4/01/2024
Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,JPI,6/14/2024,7/01/2024,6/14/2024,0.098,1.176,6/03/2024
BlackRock Municipal 2030 Target Term Trust,BTT,6/14/2024,7/01/2024,6/14/2024,0.0464,0.5568,6/03/2024
Madison Covered Call & Equity Strategy Fund Common Stock,MCN,6/14/2024,6/28/2024,6/14/2024,0.18,0.72,6/03/2024
BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,BIT,6/14/2024,6/28/2024,6/14/2024,0.1237,1.4844,6/03/2024
KKR Income Opportunities Fund Common Shares,KIO,6/14/2024,6/28/2024,6/14/2024,0.1215,1.458,3/14/2024
American Homes 4 Rent Common Shares of Beneficial Interest,AMH,6/14/2024,6/28/2024,6/14/2024,0.26,1.04,5/09/2024
"Empire State Realty Trust, Inc. Class A Common Stock",ESRT,6/14/2024,6/28/2024,6/14/2024,0.035,0.14,5/10/2024
"Leidos Holdings, Inc. Common Stock",LDOS,6/14/2024,6/28/2024,6/14/2024,0.38,1.52,4/26/2024
Allegion plc Ordinary Shares,ALLE,6/14/2024,6/28/2024,6/14/2024,0.48,1.92,4/11/2024
"Installed Building Products, Inc. Common Stock",IBP,6/14/2024,6/30/2024,6/15/2024,0.35,1.4,5/09/2024
TriplePoint Venture Growth BDC Corp. Common Stock,TPVG,6/14/2024,6/28/2024,6/14/2024,0.4,1.6,5/01/2024
"Sixth Street Specialty Lending, Inc. Common Stock",TSLX,6/14/2024,6/28/2024,6/14/2024,0.46,1.84,5/01/2024
NewMarket Corp Common Stock,NEU,6/14/2024,7/01/2024,6/14/2024,2.5,10.0,4/25/2024
"FNF Group of Fidelity National Financial, Inc. Common Stock",FNF,6/14/2024,6/28/2024,6/14/2024,0.48,1.92,5/08/2024
Nuveen Multi-Market Income Fund (MA),JMM,6/14/2024,7/01/2024,6/14/2024,0.0275,0.33,6/03/2024
BrightSphere Investment Group Inc. Common Stock,BSIG,6/14/2024,6/28/2024,6/14/2024,0.01,0.04,5/02/2024
Crown Castle Inc. Common Stock,CCI,6/14/2024,6/28/2024,6/14/2024,1.565,6.26,5/22/2024
Urban Edge Properties Common Shares of Beneficial Interest,UE,6/14/2024,6/28/2024,6/14/2024,0.17,0.68,5/01/2024
Nuveen Global High Income Fund Common Shares of Beneficial Interest,JGH,6/14/2024,7/01/2024,6/14/2024,0.1035,1.242,6/03/2024
BlackRock Science and Technology Trust Common Shares of Beneficial Interest,BST,6/14/2024,6/28/2024,6/14/2024,0.25,3.0,6/03/2024
National Storage Affiliates Trust Common Shares of Beneficial Interest,NSA,6/14/2024,6/28/2024,6/14/2024,0.56,2.24,5/16/2024
"NexPoint Residential Trust, Inc. Common Stock",NXRT,6/14/2024,6/28/2024,6/14/2024,0.46242,1.8497,4/30/2024
"Associated Capital Group, Inc. Common Stock",AC,6/14/2024,6/27/2024,6/14/2024,0.1,0.2,5/09/2024
Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,DIAX,6/14/2024,7/01/2024,6/14/2024,0.2867,1.1468,6/03/2024
"RiverNorth Opportunities Fund, Inc. Common Stock",RIV,6/14/2024,6/28/2024,6/14/2024,0.1289,1.5468,4/01/2024
Frontline Plc Ordinary Shares,FRO,6/14/2024,6/28/2024,6/14/2024,0.62,2.48,5/29/2024
"Turning Point Brands, Inc. Common Stock",TPB,6/14/2024,7/05/2024,6/14/2024,0.07,0.28,5/01/2024
"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",OPP,6/14/2024,6/28/2024,6/14/2024,0.1003,1.2036,4/01/2024
RiverNorth Capital and Income Fund Common Stock,RSF,6/14/2024,6/28/2024,6/14/2024,0.1398,1.6776,4/01/2024
Qwest Corporation 6.75% Notes due 2057,CTDD,6/14/2024,6/17/2024,6/14/2024,0.4219,1.6876,N/A
"Stellar Bancorp, Inc. Common Stock",STEL,6/14/2024,6/28/2024,6/14/2024,0.13,0.52,5/23/2024
"Cannae Holdings, Inc. Common Stock",CNNE,6/14/2024,6/28/2024,6/14/2024,0.12,0.48,5/09/2024
Eagle Point Credit Company Inc. 6.6875% Notes due 2028,ECCX,6/14/2024,7/01/2024,6/14/2024,0.418,1.672,N/A
"Wyndham Hotels & Resorts, Inc. Common Stock ",WH,6/14/2024,6/28/2024,6/14/2024,0.38,1.52,5/09/2024
Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,DUKB,6/14/2024,7/01/2024,6/14/2024,0.3516,1.4064,N/A
"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",RMI,6/14/2024,6/28/2024,6/14/2024,0.0965,1.158,4/01/2024
Ares Management Corporation Class A Common Stock,ARES,6/14/2024,6/28/2024,6/14/2024,0.93,3.72,5/02/2024
"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",AFGB,6/14/2024,7/01/2024,6/14/2024,0.3672,1.4688,N/A
"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",AQNB,6/14/2024,7/01/2024,6/14/2024,0.3875,1.55,N/A
Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,FINS,6/14/2024,6/28/2024,6/14/2024,0.109,1.308,6/03/2024
BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,BSTZ,6/14/2024,6/28/2024,6/14/2024,0.21125,2.535,5/20/2024
Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO,6/14/2024,7/01/2024,6/14/2024,0.0685,0.822,6/03/2024
"Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034",CUBB,6/14/2024,7/01/2024,6/15/2024,0.3359,1.3436,N/A
BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,BMEZ,6/14/2024,6/28/2024,6/14/2024,0.17887,2.1464,5/20/2024
"Endeavor Group Holdings, Inc. Class A Common Stock",EDR,6/14/2024,6/28/2024,6/14/2024,0.06,0.24,5/31/2024
"NexPoint Real Estate Finance, Inc. Common Stock",NREF,6/14/2024,6/28/2024,6/14/2024,0.5,2.0,5/02/2024
"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",RFM,6/14/2024,6/28/2024,6/14/2024,0.0954,1.1448,4/01/2024
Scorpio Tankers Inc. 7.00% Senior Notes due 2025,SBBA,6/14/2024,7/01/2024,6/15/2024,0.4375,1.75,N/A
Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,NDMO,6/14/2024,7/01/2024,6/14/2024,0.062,0.744,6/03/2024
BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,BCAT,6/14/2024,6/28/2024,6/14/2024,0.28539,3.4247,5/20/2024
"Aarons Holdings Company, Inc. Common Stock ",AAN,6/14/2024,7/03/2024,6/14/2024,0.125,0.5,5/06/2024
"Terra Income Fund 6, LLC 7.00% Notes due 2026",TFSA,6/14/2024,7/01/2024,6/14/2024,0.4375,1.75,N/A
"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",RFMZ,6/14/2024,6/28/2024,6/14/2024,0.0866,1.0392,4/01/2024
BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest,BIGZ,6/14/2024,6/28/2024,6/14/2024,0.08887,1.0664,5/20/2024
Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,NPCT,6/14/2024,7/01/2024,6/14/2024,0.119,1.428,6/03/2024
Eagle Point Credit Company Inc. 6.75% Notes due 2031,ECCW,6/14/2024,7/01/2024,6/14/2024,0.4219,1.6876,N/A
Horizon Technology Finance Corporation 4.875% Notes due 2026,HTFB,6/14/2024,7/01/2024,6/14/2024,0.3047,1.2188,N/A
KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,KKRS,6/14/2024,7/01/2024,6/15/2024,0.2891,1.1564,N/A
Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,BIPH,6/14/2024,7/01/2024,6/15/2024,0.3125,1.25,N/A
"Terra Property Trust, Inc. 6.00% Notes due 2026",TPTA,6/14/2024,7/01/2024,6/14/2024,0.375,1.5,N/A
BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,ECAT,6/14/2024,6/28/2024,6/14/2024,0.29693,3.5632,5/20/2024
Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,NMAI,6/14/2024,7/01/2024,6/14/2024,0.4175,1.67,6/03/2024
Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,GUG,6/14/2024,6/28/2024,6/14/2024,0.11875,1.425,6/03/2024
Nuveen Variable Rate Preferred & Income Fund Common Shares,NPFD,6/14/2024,7/01/2024,6/14/2024,0.1675,2.01,6/03/2024
"Babcock & Wilcox Enterprises, Inc. 6.50% Senior Notes due 2026",BWNB,6/14/2024,7/01/2024,6/14/2024,0.4062,1.6248,N/A
Eagle Point Credit Company Inc. 5.375% Notes due 2029,ECCV,6/14/2024,7/01/2024,6/14/2024,0.3359,1.3436,N/A
BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,BIPI,6/14/2024,7/01/2024,6/15/2024,0.3203,1.2812,N/A
"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",RMMZ,6/14/2024,6/28/2024,6/14/2024,0.0974,1.1688,4/01/2024
Horizon Technology Finance Corporation 6.25% Notes due 2027,HTFC,6/14/2024,7/01/2024,6/14/2024,0.3906,1.5625,N/A
Corebridge Financial Inc. Common Stock,CRBG,6/14/2024,6/28/2024,6/14/2024,0.23,0.92,5/03/2024
BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,BMN,6/14/2024,7/01/2024,6/14/2024,0.09375,1.125,6/03/2024
"F&G Annuities & Life, Inc. Common Stock",FG,6/14/2024,6/28/2024,6/14/2024,0.21,0.84,5/08/2024
"Vitesse Energy, Inc. Common Stock",VTS,6/14/2024,6/28/2024,6/14/2024,0.525,2.1,5/06/2024
Vestis Corporation Common Stock,VSTS,6/14/2024,7/02/2024,6/14/2024,0.035,0.14,5/23/2024
PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028,PMTU,6/14/2024,7/01/2024,6/14/2024,0.5312,2.1248,N/A
"Worthington Enterprises, Inc. Common Shares",WOR,6/14/2024,6/28/2024,6/14/2024,0.16,0.64,3/20/2024
"Worthington Steel, Inc. Common Shares",WS,6/14/2024,6/28/2024,6/14/2024,0.16,0.64,3/21/2024
Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,ATHS,6/14/2024,6/30/2024,6/15/2024,0.5789931,2.316,N/A
"Cuisine Solutions, Inc.",CUSI,6/14/2024,6/27/2024,6/14/2024,0.4,0.0,5/16/2024
Allegheny & Western Railway Co,AWRY,6/14/2024,7/01/2024,6/14/2024,3.0,6.0,5/13/2024
American Capital Trust I 6% PRF EXCHANGE 31/03/2032 USD 10,AMBKP,6/14/2024,6/30/2024,6/15/2024,0.1275,0.51,5/21/2024
Dayton & Michigan Railroad Company 8% PRF PERPETUAL USD 50,DMRRP,6/14/2024,7/01/2024,6/14/2024,1.0,4.0,5/10/2024
Peoples Trust Co. of St. Albans,PPAL,6/14/2024,7/01/2024,6/14/2024,0.275,1.1,5/20/2024
FNB Bancorp Inc. (PA),FBIP,6/14/2024,6/20/2024,6/14/2024,0.99,3.96,6/04/2024
Link Parks Inc. 5.25% PRF PERPETUAL USD 25 - Ser X 1/1000 int,PSBXP,6/14/2024,7/01/2024,6/14/2024,0.328125,1.3125,6/04/2024
Link Parks Inc. 5.20% PRF PERPETUAL USD 25 - Dep Rp 1/1000 pfd Y,PSBYP,6/14/2024,7/01/2024,6/14/2024,0.325,1.3,6/04/2024
Link Parks Inc. 4.875% PRF PERPETUAL USD 25 - Dp ShRp 1/1000 Ser Z,PSBZP,6/14/2024,7/01/2024,6/14/2024,0.304688,1.2188,6/04/2024
Logansport Financial Corp.,LOGN,6/14/2024,7/15/2024,6/14/2024,0.45,1.8,5/15/2024
NASB Financial Inc,NASB,6/14/2024,6/28/2024,6/14/2024,0.25,1.0,6/03/2024
Citizens Holding Company,CIZN,6/14/2024,6/28/2024,6/14/2024,0.16,0.64,6/03/2024
Katahdin Bankshares Corporation,KTHN,6/14/2024,6/21/2024,6/14/2024,0.175,0.7,5/22/2024
Marquette National Corp.,MNAT,6/14/2024,7/01/2024,6/14/2024,0.28,1.12,4/17/2024
SVB&T Corp,SVBT,6/14/2024,7/15/2024,6/14/2024,0.2,0.8,1/16/2024
Farmers & Merchants Bank Of Long Beach,FMBL,6/14/2024,6/28/2024,6/14/2024,28.0,112.0,5/20/2024
Meritage Hospitality Group Inc. PRF PERPETUAL USD - Ser B,MHGUP,6/14/2024,7/01/2024,6/15/2024,0.2,0.8,2/13/2024
Merchants & Marine Bancorp Inc,MNMB,6/14/2024,7/01/2024,6/14/2024,0.3,1.2,5/21/2024
CNB Bk Shs Inc,CNBN,6/14/2024,6/28/2024,6/14/2024,0.14,0.56,5/14/2024
CommerceWest Bank,CWBK,6/14/2024,7/01/2024,6/14/2024,0.23,0.92,5/30/2024
FFW Corp.,FFWC,6/14/2024,6/28/2024,6/14/2024,0.29,1.16,5/24/2024
"Great American Bancorp, Inc.",GTPS,6/14/2024,7/01/2024,6/14/2024,0.25,1.0,5/13/2024
Bexil Investment Trust Com (New),BXSY,6/14/2024,6/28/2024,6/17/2024,0.25,1.0,12/14/2023
QNB Corp.,QNBC,6/14/2024,6/28/2024,6/14/2024,0.37,1.48,5/21/2024
American Bank Inc,AMBK,6/14/2024,7/01/2024,6/15/2024,0.14,0.56,5/21/2024
Pioneer Bankshares Inc,PNBI,6/14/2024,6/28/2024,6/14/2024,0.25,1.0,5/15/2024
Third Century Bancorp,TDCB,6/14/2024,7/03/2024,6/15/2024,0.05,0.2,5/15/2024
JTNB Bancorp Inc,JTNB,6/14/2024,7/01/2024,6/14/2024,0.12,0.24,5/08/2024
Financial Institutions Inc. 8.48% PRF PERPETUAL USD 100 - Series B 1 Class B,FIISO,6/14/2024,7/02/2024,6/14/2024,2.12,8.48,5/22/2024
Mifflinburg Bancorp Inc,MIFF,6/14/2024,6/28/2024,6/14/2024,0.72,1.44,5/23/2024
Boyle Bancorp Boyle Kentucky,BYLB,6/14/2024,6/28/2024,6/14/2024,0.75,3.0,5/28/2024
Commercial National Financial Corp (MI),CEFC,6/14/2024,7/01/2024,6/14/2024,0.14,0.56,5/17/2024
Life Healthcare Group Holdings Limited ADR,LTGHY,6/14/2024,7/03/2024,6/14/2024,0.028746,0.0575,N/A
JD Sports Fashion plc. ADR,JDSPY,6/14/2024,7/26/2024,6/14/2024,0.006146,0.0123,N/A
Land Securities Group ADR,LDSCY,6/14/2024,8/09/2024,6/14/2024,0.092255,0.369,N/A
Sonova Holding AG ADR,SONVY,6/14/2024,7/02/2024,6/14/2024,0.568657,0.5687,N/A
CoBank ACB FXDFR PRF PERPETUAL USD,CKNQP,6/14/2024,7/01/2024,6/15/2024,1.55,6.2,5/09/2024
Cellnex Telecom S.A. ADR,CLLNY,6/14/2024,7/02/2024,6/14/2024,0.007325,0.0146,N/A
