companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Synchronoss Technologies, Inc. 8.375% Senior Notes due 2026",SNCRL,1/11/2024,1/31/2024,1/15/2024,0.523438,2.093752,1/11/2024
Tellurian Inc. 8.25% Senior Notes due 2028,TELZ,1/11/2024,1/31/2024,1/12/2024,0.515625,2.0625,1/11/2024
Thornburg Income Builder Opportunities Trust Common Stock,TBLD,1/11/2024,1/22/2024,1/12/2024,0.10417,1.25004,1/02/2024
"Toll Brothers, Inc. Common Stock",TOL,1/11/2024,1/26/2024,1/12/2024,0.21,0.84,12/13/2023
"Trinity Industries, Inc. Common Stock",TRN,1/11/2024,1/31/2024,1/12/2024,0.28,1.12,12/06/2023
Two Harbors Investment Corp,TWO,1/11/2024,1/29/2024,1/12/2024,0.45,1.8,12/18/2023
Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,TWO^C,1/11/2024,1/26/2024,1/12/2024,0.45313,1.8125,12/18/2023
Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,TWO^B,1/11/2024,1/26/2024,1/12/2024,0.47656,1.9062,12/18/2023
Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),TWO^A,1/11/2024,1/26/2024,1/12/2024,0.50781,2.0312,12/18/2023
VictoryShares Core Intermediate Bond ETF,UITB,1/11/2024,1/16/2024,1/12/2024,0.055755,0.66906,1/10/2024
VictoryShares Core Plus Intermediate Bond ETF,UBND,1/11/2024,1/16/2024,1/12/2024,0.032101,0.385212,1/10/2024
VictoryShares Corporate Bond ETF,UCRD,1/11/2024,1/16/2024,1/12/2024,0.02217,0.26604,1/10/2024
VictoryShares Dividend Accelerator ETF,VSDA,1/11/2024,1/16/2024,1/12/2024,0.023446,0.281352,1/10/2024
VictoryShares Free Cash Flow ETF,VFLO,1/11/2024,1/16/2024,1/12/2024,0.011477,0.137724,1/10/2024
VictoryShares International Value Momentum ETF,UIVM,1/11/2024,1/16/2024,1/12/2024,0.058258,0.699096,1/10/2024
VictoryShares International Volatility Wtd ETF,CIL,1/11/2024,1/16/2024,1/12/2024,0.026766,0.321192,1/10/2024
VictoryShares Nasdaq Next 50 ETF,QQQN,1/11/2024,1/16/2024,1/12/2024,0.002358,0.028296,1/10/2024
VictoryShares Short-Term Bond ETF,USTB,1/11/2024,1/16/2024,1/12/2024,0.094494,1.133928,1/10/2024
VictoryShares US 500 Enhanced Volatility Wtd ETF,CFO,1/11/2024,1/16/2024,1/12/2024,0.204606,2.455272,1/10/2024
VictoryShares US 500 Volatility Wtd ETF,CFA,1/11/2024,1/16/2024,1/12/2024,0.026765,0.32118,1/10/2024
VictoryShares US Discovery Enhanced Volatility Wtd ETF,CSF,1/11/2024,1/16/2024,1/12/2024,0.016914,0.202968,1/10/2024
VictoryShares US EQ Income Enhanced Volatility Wtd ETF,CDC,1/11/2024,1/16/2024,1/12/2024,0.046723,0.560676,1/10/2024
VictoryShares US Large Cap High Div Volatility Wtd ETF,CDL,1/11/2024,1/16/2024,1/12/2024,0.035943,0.431316,1/10/2024
VictoryShares US Multi-Factor Minimum Volatility ETF,VSMV,1/11/2024,1/16/2024,1/12/2024,0.01803,0.21636,1/10/2024
VictoryShares US Small Mid Cap Value Momentum ETF,USVM,1/11/2024,1/16/2024,1/12/2024,0.113815,1.36578,1/10/2024
VictoryShares US Value Momentum ETF,ULVM,1/11/2024,1/16/2024,1/12/2024,0.020374,0.244488,1/10/2024
VictoryShares WestEnd U.S. Sector ETF,MODL,1/11/2024,1/16/2024,1/12/2024,0.010257,0.041028,1/10/2024
Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,AIO,1/11/2024,1/30/2024,1/12/2024,0.15,1.8,11/16/2023
Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,CBH,1/11/2024,1/30/2024,1/12/2024,0.046,0.552,11/16/2023
Virtus Convertible & Income Fund Common Shares of Beneficial Interest,NCV,1/11/2024,1/30/2024,1/12/2024,0.034,0.408,11/16/2023
Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,NCZ,1/11/2024,1/30/2024,1/12/2024,0.03,0.36,11/16/2023
Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,ACV,1/11/2024,1/30/2024,1/12/2024,0.18,2.16,11/16/2023
Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,VGI,1/11/2024,1/30/2024,1/12/2024,0.08,0.96,11/16/2023
Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,EDF,1/11/2024,1/30/2024,1/12/2024,0.06,0.72,11/16/2023
Virtus Total Return Fund Inc.,ZTR,1/11/2024,1/30/2024,1/12/2024,0.05,0.6,11/16/2023
"Winnebago Industries, Inc. Common Stock",WGO,1/11/2024,1/26/2024,1/12/2024,0.31,1.24,12/15/2023
